,origin_id,participant_id,response_id,answer,stim_1,stim_2,idx_1,idx_2,sex_1,sex_2,dataset_1,dataset_2,speaker_1,speaker_2,stim_1_name,stim_2_name,stim_1_symbol,stim_2_symbol,stim_1_symbol_idx,stim_2_symbol_idx
307,466,20,780.0,3.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiceless_alveolar_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiceless_alveolar_plosive.mp3,9,10,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Voiceless_alveolar_fricative,Voiceless_alveolar_plosive,s,t,5,1
308,342,22,783.0,0.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Alveolar_nasal.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiceless_alveolar_fricative.mp3,0,9,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Alveolar_nasal,Voiceless_alveolar_fricative,n,s,15,5
309,234,20,784.0,2.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiceless_alveolar_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiceless_labiodental_fricative.mp3,9,13,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Voiceless_alveolar_fricative,Voiceless_labiodental_fricative,s,f,5,3
310,160,17,785.0,6.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_alveolar_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_labiodental_fricative.mp3,2,6,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Voiced_alveolar_fricative,Voiced_labiodental_fricative,z,v,12,10
311,510,22,787.0,0.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Alveolar_nasal.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiceless_bilabial_plosive.mp3,0,11,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Alveolar_nasal,Voiceless_bilabial_plosive,n,p,15,0
312,512,20,788.0,3.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_alveolar_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiceless_alveolar_fricative.mp3,2,9,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Voiced_alveolar_fricative,Voiceless_alveolar_fricative,z,s,12,5
313,326,17,790.0,6.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_alveolar_plosive.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiceless_labiodental_fricative.mp3,3,13,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Voiced_alveolar_plosive,Voiceless_labiodental_fricative,d,f,8,3
314,430,22,789.0,0.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Bilabial_nasal.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_postalveolar_fricative.mp3,1,7,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Bilabial_nasal,Voiced_postalveolar_fricative,m,ʒ,14,13
315,146,20,792.0,4.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_postalveolar_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiceless_alveolar_fricative.mp3,7,9,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Voiced_postalveolar_fricative,Voiceless_alveolar_fricative,ʒ,s,13,5
316,90,22,795.0,0.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_bilabial_plosive.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiceless_dental_fricative.mp3,4,12,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Voiced_bilabial_plosive,Voiceless_dental_fricative,b,θ,7,4
317,108,17,798.0,6.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_alveolar_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiceless_labiodental_fricative.mp3,2,13,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Voiced_alveolar_fricative,Voiceless_labiodental_fricative,z,f,12,3
318,126,20,801.0,3.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_alveolar_plosive.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_labiodental_fricative.mp3,3,6,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Voiced_alveolar_plosive,Voiced_labiodental_fricative,d,v,8,10
319,48,22,800.0,0.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_velar_plosive.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiceless_dental_fricative.mp3,8,12,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Voiced_velar_plosive,Voiceless_dental_fricative,g,θ,9,4
320,152,17,805.0,5.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Bilabial_nasal.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_alveolar_plosive.mp3,1,3,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Bilabial_nasal,Voiced_alveolar_plosive,m,d,14,8
321,268,22,807.0,0.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Alveolar_nasal.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiceless_alveolar_plosive.mp3,0,10,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Alveolar_nasal,Voiceless_alveolar_plosive,n,t,15,1
322,140,20,815.0,4.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_alveolar_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_dental_fricative.mp3,2,5,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Voiced_alveolar_fricative,Voiced_dental_fricative,z,ð,12,11
323,104,17,814.0,4.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Alveolar_nasal.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_labiodental_fricative.mp3,0,6,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Alveolar_nasal,Voiced_labiodental_fricative,n,v,15,10
324,330,22,813.0,6.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiceless_bilabial_plosive.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiceless_labiodental_fricative.mp3,11,13,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Voiceless_bilabial_plosive,Voiceless_labiodental_fricative,p,f,0,3
325,290,22,819.0,0.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_bilabial_plosive.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiceless_alveolar_plosive.mp3,4,10,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Voiced_bilabial_plosive,Voiceless_alveolar_plosive,b,t,7,1
326,290,17,821.0,6.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_bilabial_plosive.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiceless_alveolar_plosive.mp3,4,10,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Voiced_bilabial_plosive,Voiceless_alveolar_plosive,b,t,7,1
327,278,20,825.0,0.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Bilabial_nasal.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiceless_alveolar_plosive.mp3,1,10,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Bilabial_nasal,Voiceless_alveolar_plosive,m,t,14,1
328,460,22,823.0,5.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiceless_labiodental_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiceless_postalveolar_fricative.mp3,13,14,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Voiceless_labiodental_fricative,Voiceless_postalveolar_fricative,f,ʃ,3,6
329,160,17,826.0,5.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_alveolar_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_labiodental_fricative.mp3,2,6,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Voiced_alveolar_fricative,Voiced_labiodental_fricative,z,v,12,10
330,358,22,828.0,6.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiceless_alveolar_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiceless_bilabial_plosive.mp3,9,11,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Voiceless_alveolar_fricative,Voiceless_bilabial_plosive,s,p,5,0
331,508,20,843.0,0.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_alveolar_plosive.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiceless_alveolar_fricative.mp3,3,9,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Voiced_alveolar_plosive,Voiceless_alveolar_fricative,d,s,8,5
332,274,17,830.0,6.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_alveolar_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_velar_plosive.mp3,2,8,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Voiced_alveolar_fricative,Voiced_velar_plosive,z,g,12,9
333,202,22,836.0,6.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_labiodental_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_velar_plosive.mp3,6,8,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Voiced_labiodental_fricative,Voiced_velar_plosive,v,g,10,9
334,398,17,838.0,6.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiceless_alveolar_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiceless_dental_fricative.mp3,9,12,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Voiceless_alveolar_fricative,Voiceless_dental_fricative,s,θ,5,4
335,272,22,847.0,0.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_alveolar_plosive.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiceless_velar_plosive.mp3,3,15,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Voiced_alveolar_plosive,Voiceless_velar_plosive,d,k,8,2
336,108,17,852.0,5.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_alveolar_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiceless_labiodental_fricative.mp3,2,13,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Voiced_alveolar_fricative,Voiceless_labiodental_fricative,z,f,12,3
337,504,20,858.0,3.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_alveolar_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiceless_bilabial_plosive.mp3,2,11,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Voiced_alveolar_fricative,Voiceless_bilabial_plosive,z,p,12,0
338,206,22,856.0,0.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Alveolar_nasal.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiceless_labiodental_fricative.mp3,0,13,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Alveolar_nasal,Voiceless_labiodental_fricative,n,f,15,3
339,298,25,861.0,2.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Alveolar_nasal.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_alveolar_fricative.mp3,0,2,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Alveolar_nasal,Voiced_alveolar_fricative,n,z,15,12
340,180,22,864.0,6.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_alveolar_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiceless_postalveolar_fricative.mp3,2,14,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Voiced_alveolar_fricative,Voiceless_postalveolar_fricative,z,ʃ,12,6
341,312,20,868.0,4.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_alveolar_plosive.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_bilabial_plosive.mp3,3,4,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Voiced_alveolar_plosive,Voiced_bilabial_plosive,d,b,8,7
342,162,25,869.0,0.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiceless_bilabial_plosive.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiceless_postalveolar_fricative.mp3,11,14,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Voiceless_bilabial_plosive,Voiceless_postalveolar_fricative,p,ʃ,0,6
343,438,22,870.0,0.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_dental_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiceless_alveolar_plosive.mp3,5,10,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Voiced_dental_fricative,Voiceless_alveolar_plosive,ð,t,11,1
344,374,20,873.0,3.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Bilabial_nasal.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_alveolar_fricative.mp3,1,2,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Bilabial_nasal,Voiced_alveolar_fricative,m,z,14,12
345,340,25,874.0,4.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_alveolar_plosive.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_postalveolar_fricative.mp3,3,7,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Voiced_alveolar_plosive,Voiced_postalveolar_fricative,d,ʒ,8,13
346,204,22,878.0,0.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_dental_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_velar_plosive.mp3,5,8,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Voiced_dental_fricative,Voiced_velar_plosive,ð,g,11,9
347,196,20,885.0,4.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_postalveolar_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_velar_plosive.mp3,7,8,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Voiced_postalveolar_fricative,Voiced_velar_plosive,ʒ,g,13,9
348,392,25,882.0,4.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_bilabial_plosive.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiceless_dental_fricative.mp3,4,12,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Voiced_bilabial_plosive,Voiceless_dental_fricative,b,θ,7,4
349,154,22,881.0,6.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Alveolar_nasal.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_velar_plosive.mp3,0,8,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Alveolar_nasal,Voiced_velar_plosive,n,g,15,9
350,270,22,888.0,6.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Bilabial_nasal.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_dental_fricative.mp3,1,5,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Bilabial_nasal,Voiced_dental_fricative,m,ð,14,11
351,468,25,891.0,5.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_postalveolar_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_velar_plosive.mp3,7,8,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Voiced_postalveolar_fricative,Voiced_velar_plosive,ʒ,g,13,9
352,408,20,889.0,4.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiceless_alveolar_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiceless_velar_plosive.mp3,9,15,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Voiceless_alveolar_fricative,Voiceless_velar_plosive,s,k,5,2
353,92,22,900.0,0.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Alveolar_nasal.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiceless_velar_plosive.mp3,0,15,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Alveolar_nasal,Voiceless_velar_plosive,n,k,15,2
354,218,20,904.0,4.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Bilabial_nasal.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiceless_labiodental_fricative.mp3,1,13,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Bilabial_nasal,Voiceless_labiodental_fricative,m,f,14,3
355,354,25,896.0,4.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_postalveolar_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiceless_alveolar_plosive.mp3,7,10,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Voiced_postalveolar_fricative,Voiceless_alveolar_plosive,ʒ,t,13,1
356,142,25,903.0,4.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_labiodental_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiceless_dental_fricative.mp3,6,12,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Voiced_labiodental_fricative,Voiceless_dental_fricative,v,θ,10,4
357,274,22,910.0,6.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_alveolar_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_velar_plosive.mp3,2,8,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Voiced_alveolar_fricative,Voiced_velar_plosive,z,g,12,9
358,428,25,911.0,6.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_dental_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_labiodental_fricative.mp3,5,6,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Voiced_dental_fricative,Voiced_labiodental_fricative,ð,v,11,10
359,252,20,915.0,4.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_alveolar_plosive.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiceless_dental_fricative.mp3,3,12,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Voiced_alveolar_plosive,Voiceless_dental_fricative,d,θ,8,4
360,486,22,919.0,0.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_postalveolar_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiceless_bilabial_plosive.mp3,7,11,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Voiced_postalveolar_fricative,Voiceless_bilabial_plosive,ʒ,p,13,0
361,296,25,921.0,2.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiceless_alveolar_plosive.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiceless_labiodental_fricative.mp3,10,13,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Voiceless_alveolar_plosive,Voiceless_labiodental_fricative,t,f,1,3
362,442,20,933.0,4.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_alveolar_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiceless_alveolar_plosive.mp3,2,10,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Voiced_alveolar_fricative,Voiceless_alveolar_plosive,z,t,12,1
363,242,22,925.0,6.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_labiodental_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_postalveolar_fricative.mp3,6,7,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Voiced_labiodental_fricative,Voiced_postalveolar_fricative,v,ʒ,10,13
364,190,25,927.0,4.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_bilabial_plosive.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_velar_plosive.mp3,4,8,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Voiced_bilabial_plosive,Voiced_velar_plosive,b,g,7,9
365,70,27,928.0,0.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_alveolar_plosive.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiceless_bilabial_plosive.mp3,3,11,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Voiced_alveolar_plosive,Voiceless_bilabial_plosive,d,p,8,0
