origin_id,participant_id,response_id,answer,synth,chord_1,chord_2,idx_1,idx_2
305,42,3123.0,0,harmonic,[],[],7,21
457,46,3438.0,1,harmonic,[],[],12,22
503,46,3105.0,0,harmonic,[],[],14,22
305,46,3127.0,0,harmonic,[],[],7,21
273,39,3367.0,1,harmonic,[],[],6,23
41,47,3131.0,1,harmonic,[],[],1,12
125,46,3120.0,1,harmonic,[],[],3,9
309,39,3385.0,1,harmonic,[],[],7,23
363,46,3444.0,0,harmonic,[],[],9,17
559,79,5679.0,4,harmonic,[],[],17,23
123,141,10419.0,6,harmonic,[],[],3,8
459,39,3121.0,4,harmonic,[],[],12,23
181,47,3392.0,4,harmonic,[],[],4,16
255,39,3134.0,5,harmonic,[],[],6,14
575,47,3384.0,4,harmonic,[],[],18,24
113,42,3440.0,0,harmonic,[],[],2,25
363,39,3449.0,4,harmonic,[],[],9,17
535,39,3482.0,0,harmonic,[],[],16,19
193,46,3460.0,0,harmonic,[],[],4,22
193,39,3457.0,0,harmonic,[],[],4,22
111,42,3454.0,0,harmonic,[],[],2,24
157,46,3398.0,0,harmonic,[],[],3,25
155,46,3456.0,0,harmonic,[],[],3,24
111,47,3465.0,1,harmonic,[],[],2,24
75,39,3464.0,5,harmonic,[],[],2,6
75,46,3468.0,6,harmonic,[],[],2,6
407,42,3484.0,0,harmonic,[],[],10,24
75,42,3469.0,5,harmonic,[],[],2,6
527,46,3476.0,2,harmonic,[],[],15,24
31,47,3498.0,4,harmonic,[],[],1,7
179,46,3481.0,1,harmonic,[],[],4,15
219,46,3489.0,0,harmonic,[],[],5,15
31,39,3495.0,5,harmonic,[],[],1,7
467,47,3478.0,6,harmonic,[],[],13,15
213,65,4510.0,0,harmonic,[],[],5,12
325,65,4518.0,0,harmonic,[],[],8,14
215,66,4533.0,0,harmonic,[],[],5,13
389,65,4535.0,1,harmonic,[],[],10,15
365,66,4551.0,2,harmonic,[],[],9,18
53,55,4183.0,1,harmonic,[],[],1,18
99,55,4192.0,1,harmonic,[],[],2,18
125,66,4540.0,4,harmonic,[],[],3,9
69,79,5708.0,5,harmonic,[],[],2,3
127,47,3483.0,4,harmonic,[],[],3,10
543,55,4213.0,3,harmonic,[],[],16,23
115,55,4200.0,5,harmonic,[],[],3,4
253,55,4207.0,2,harmonic,[],[],6,13
251,55,4220.0,1,harmonic,[],[],6,12
509,79,5686.0,1,harmonic,[],[],14,25
299,132,10421.0,1,harmonic,[],[],7,18
139,47,3491.0,2,harmonic,[],[],3,16
305,55,4244.0,1,harmonic,[],[],7,21
233,42,3500.0,0,harmonic,[],[],5,22
199,65,4553.0,0,harmonic,[],[],4,25
273,55,4236.0,1,harmonic,[],[],6,23
595,65,4559.0,2,harmonic,[],[],20,23
505,67,4635.0,1,harmonic,[],[],14,23
69,65,4531.0,1,harmonic,[],[],2,3
43,66,4516.0,4,harmonic,[],[],1,13
89,42,3492.0,0,harmonic,[],[],2,13
171,65,4541.0,1,harmonic,[],[],4,11
61,46,3496.0,0,harmonic,[],[],1,22
209,66,4529.0,1,harmonic,[],[],5,10
273,66,4523.0,5,harmonic,[],[],6,23
507,65,4550.0,1,harmonic,[],[],14,24
261,66,4557.0,1,harmonic,[],[],6,17
525,39,3506.0,6,harmonic,[],[],15,23
613,46,3566.0,4,harmonic,[],[],22,25
399,46,3560.0,1,harmonic,[],[],10,20
385,46,3512.0,5,harmonic,[],[],10,13
211,47,3670.0,4,harmonic,[],[],5,11
285,258,19564.0,3,harmonic,[],[],7,11
209,47,3515.0,5,harmonic,[],[],5,10
125,47,3502.0,4,harmonic,[],[],3,9
379,42,3507.0,0,harmonic,[],[],9,25
69,47,3522.0,5,harmonic,[],[],2,3
265,47,3510.0,2,harmonic,[],[],6,19
281,47,3527.0,6,harmonic,[],[],7,9
435,65,4566.0,1,harmonic,[],[],11,24
229,46,3501.0,0,harmonic,[],[],5,20
119,42,3521.0,6,harmonic,[],[],3,6
547,46,3509.0,2,harmonic,[],[],16,25
313,55,4229.0,0,harmonic,[],[],7,25
221,46,3528.0,0,harmonic,[],[],5,16
483,46,3549.0,1,harmonic,[],[],13,23
23,66,4561.0,4,harmonic,[],[],1,3
215,39,3517.0,5,harmonic,[],[],5,13
223,55,4281.0,5,harmonic,[],[],5,17
285,46,3520.0,4,harmonic,[],[],7,11
353,55,4305.0,4,harmonic,[],[],9,12
49,55,4318.0,1,harmonic,[],[],1,16
481,46,3573.0,1,harmonic,[],[],13,22
165,103,7703.0,5,harmonic,[],[],4,8
139,55,4258.0,1,harmonic,[],[],3,16
281,55,4266.0,5,harmonic,[],[],7,9
129,42,3513.0,6,harmonic,[],[],3,11
27,55,4251.0,4,harmonic,[],[],1,5
583,79,5692.0,4,harmonic,[],[],19,22
237,55,4299.0,2,harmonic,[],[],5,24
471,55,4293.0,4,harmonic,[],[],13,17
103,55,4288.0,1,harmonic,[],[],2,20
153,46,3541.0,0,harmonic,[],[],3,23
575,46,3534.0,4,harmonic,[],[],18,24
123,46,3554.0,6,harmonic,[],[],3,8
113,46,3582.0,0,harmonic,[],[],2,25
173,47,3682.0,4,harmonic,[],[],4,12
287,101,7706.0,4,harmonic,[],[],7,12
163,55,4273.0,4,harmonic,[],[],4,7
203,258,19566.0,5,harmonic,[],[],5,7
331,47,3766.0,2,harmonic,[],[],8,17
21,55,4324.0,5,harmonic,[],[],1,2
461,55,4349.0,5,harmonic,[],[],12,24
189,55,4329.0,2,harmonic,[],[],4,20
317,65,4573.0,1,harmonic,[],[],8,10
147,65,4580.0,0,harmonic,[],[],3,20
485,79,5697.0,0,harmonic,[],[],13,24
21,65,4619.0,1,harmonic,[],[],1,2
565,47,3674.0,5,harmonic,[],[],18,19
183,47,3688.0,3,harmonic,[],[],4,17
523,55,4311.0,3,harmonic,[],[],15,22
121,55,4334.0,4,harmonic,[],[],3,7
479,55,4342.0,1,harmonic,[],[],13,21
229,55,4354.0,4,harmonic,[],[],5,20
227,79,5728.0,1,harmonic,[],[],5,19
399,79,5701.0,0,harmonic,[],[],10,20
355,141,10428.0,5,harmonic,[],[],9,13
263,47,3808.0,4,harmonic,[],[],6,18
269,47,3784.0,2,harmonic,[],[],6,21
241,47,3775.0,6,harmonic,[],[],6,7
559,47,3780.0,5,harmonic,[],[],17,23
357,47,3812.0,4,harmonic,[],[],9,14
191,47,3836.0,1,harmonic,[],[],4,21
79,47,3826.0,4,harmonic,[],[],2,8
383,65,4629.0,2,harmonic,[],[],10,12
459,47,3770.0,1,harmonic,[],[],12,23
601,47,3820.0,5,harmonic,[],[],21,22
437,47,3798.0,0,harmonic,[],[],11,25
581,66,4584.0,2,harmonic,[],[],19,21
407,258,19569.0,1,harmonic,[],[],10,24
265,55,4361.0,5,harmonic,[],[],6,19
587,55,4374.0,3,harmonic,[],[],19,24
321,55,4366.0,4,harmonic,[],[],8,12
345,65,4585.0,1,harmonic,[],[],8,24
359,65,4592.0,1,harmonic,[],[],9,15
129,65,4602.0,1,harmonic,[],[],3,11
165,65,4606.0,1,harmonic,[],[],4,8
503,67,4642.0,0,harmonic,[],[],14,22
107,65,4614.0,0,harmonic,[],[],2,22
203,66,4625.0,4,harmonic,[],[],5,7
299,66,4633.0,1,harmonic,[],[],7,18
373,47,3802.0,1,harmonic,[],[],9,22
397,47,3789.0,2,harmonic,[],[],10,19
223,47,3793.0,1,harmonic,[],[],5,17
159,47,3831.0,5,harmonic,[],[],4,5
187,66,4589.0,1,harmonic,[],[],4,19
239,47,3844.0,2,harmonic,[],[],5,25
475,103,7714.0,4,harmonic,[],[],13,19
321,140,10429.0,5,harmonic,[],[],8,12
123,66,4604.0,4,harmonic,[],[],3,8
513,47,3944.0,5,harmonic,[],[],15,17
141,47,3938.0,2,harmonic,[],[],3,17
119,79,5712.0,2,harmonic,[],[],3,6
465,66,4442.0,1,harmonic,[],[],13,14
511,55,3900.0,5,harmonic,[],[],15,16
357,55,3894.0,4,harmonic,[],[],9,14
161,66,4481.0,4,harmonic,[],[],4,6
125,55,3915.0,1,harmonic,[],[],3,9
329,47,3851.0,2,harmonic,[],[],8,16
515,47,3880.0,5,harmonic,[],[],15,18
293,47,3924.0,4,harmonic,[],[],7,15
257,55,3893.0,2,harmonic,[],[],6,15
581,47,3865.0,5,harmonic,[],[],19,21
421,47,3933.0,4,harmonic,[],[],11,17
269,55,3942.0,1,harmonic,[],[],6,21
501,55,3947.0,3,harmonic,[],[],14,21
267,258,19571.0,1,harmonic,[],[],6,20
67,47,3888.0,1,harmonic,[],[],1,25
541,47,3905.0,4,harmonic,[],[],16,22
137,47,3918.0,2,harmonic,[],[],3,15
551,66,4476.0,5,harmonic,[],[],17,19
615,47,3896.0,5,harmonic,[],[],23,24
23,47,3872.0,6,harmonic,[],[],1,3
43,55,3908.0,5,harmonic,[],[],1,13
401,55,3920.0,0,harmonic,[],[],10,21
529,101,7718.0,4,harmonic,[],[],15,25
539,47,3859.0,5,harmonic,[],[],16,21
387,55,3925.0,4,harmonic,[],[],10,14
77,55,3930.0,4,harmonic,[],[],2,7
99,66,4596.0,1,harmonic,[],[],2,18
31,66,4452.0,4,harmonic,[],[],1,7
475,66,4458.0,4,harmonic,[],[],13,19
455,66,4471.0,0,harmonic,[],[],12,21
383,55,3934.0,5,harmonic,[],[],10,12
107,55,3939.0,1,harmonic,[],[],2,22
411,79,5724.0,4,harmonic,[],[],11,12
561,66,4464.0,1,harmonic,[],[],17,24
377,66,4449.0,0,harmonic,[],[],9,24
73,79,5718.0,4,harmonic,[],[],2,5
483,65,4493.0,0,harmonic,[],[],13,23
611,55,3977.0,5,harmonic,[],[],22,24
395,55,3950.0,1,harmonic,[],[],10,18
519,55,4033.0,3,harmonic,[],[],15,20
405,55,4025.0,1,harmonic,[],[],10,23
351,47,3951.0,5,harmonic,[],[],9,11
377,47,3956.0,1,harmonic,[],[],9,24
155,55,3953.0,1,harmonic,[],[],3,24
497,47,3971.0,5,harmonic,[],[],14,19
157,55,3968.0,1,harmonic,[],[],3,25
399,55,3973.0,1,harmonic,[],[],10,20
381,55,3958.0,5,harmonic,[],[],10,11
389,47,3963.0,6,harmonic,[],[],10,15
279,55,4081.0,5,harmonic,[],[],7,8
65,55,3962.0,0,harmonic,[],[],1,24
551,55,3986.0,5,harmonic,[],[],17,19
385,55,3997.0,4,harmonic,[],[],10,13
57,55,3981.0,1,harmonic,[],[],1,20
69,55,3984.0,5,harmonic,[],[],2,3
89,55,4013.0,0,harmonic,[],[],2,13
365,55,4007.0,1,harmonic,[],[],9,18
569,55,4021.0,4,harmonic,[],[],18,21
241,65,4502.0,1,harmonic,[],[],6,7
271,55,4018.0,1,harmonic,[],[],6,22
61,66,4641.0,0,harmonic,[],[],1,22
225,55,4059.0,1,harmonic,[],[],5,18
349,55,4002.0,5,harmonic,[],[],9,10
319,66,4499.0,5,harmonic,[],[],8,11
207,66,4488.0,2,harmonic,[],[],5,9
223,66,4613.0,2,harmonic,[],[],5,17
537,103,7724.0,4,harmonic,[],[],16,20
369,66,4492.0,0,harmonic,[],[],9,20
63,66,4618.0,1,harmonic,[],[],1,23
333,55,4038.0,1,harmonic,[],[],8,18
417,55,4044.0,4,harmonic,[],[],11,15
117,55,4053.0,4,harmonic,[],[],3,5
505,65,4638.0,2,harmonic,[],[],14,23
409,67,4647.0,0,harmonic,[],[],10,25
339,55,4068.0,1,harmonic,[],[],8,21
531,55,4076.0,5,harmonic,[],[],16,17
311,66,4570.0,0,harmonic,[],[],7,24
545,66,4575.0,1,harmonic,[],[],16,24
153,65,4507.0,0,harmonic,[],[],3,23
191,66,4503.0,0,harmonic,[],[],4,21
307,66,4509.0,0,harmonic,[],[],7,22
469,65,4524.0,1,harmonic,[],[],13,16
321,132,10432.0,5,harmonic,[],[],8,12
73,66,4737.0,4,harmonic,[],[],2,5
185,65,4720.0,1,harmonic,[],[],4,18
101,65,4715.0,0,harmonic,[],[],2,19
401,65,4646.0,2,harmonic,[],[],10,21
439,67,4713.0,6,harmonic,[],[],12,13
77,67,4671.0,5,harmonic,[],[],2,7
343,65,4651.0,1,harmonic,[],[],8,23
459,67,4663.0,2,harmonic,[],[],12,23
167,66,4695.0,4,harmonic,[],[],4,9
341,67,4679.0,0,harmonic,[],[],8,22
527,67,4686.0,1,harmonic,[],[],15,24
333,65,4707.0,0,harmonic,[],[],8,18
163,68,4766.0,4,harmonic,[],[],4,7
589,66,4673.0,0,harmonic,[],[],19,25
483,79,5746.0,2,harmonic,[],[],13,23
91,66,4728.0,6,harmonic,[],[],2,14
137,66,4703.0,2,harmonic,[],[],3,15
281,67,4655.0,4,harmonic,[],[],7,9
243,65,4675.0,2,harmonic,[],[],6,8
407,66,4662.0,0,harmonic,[],[],10,24
491,65,4756.0,2,harmonic,[],[],14,16
563,66,4748.0,4,harmonic,[],[],17,25
335,141,10434.0,0,harmonic,[],[],8,19
177,66,4648.0,2,harmonic,[],[],4,14
527,66,4682.0,0,harmonic,[],[],15,24
109,65,4700.0,0,harmonic,[],[],2,23
271,66,4657.0,1,harmonic,[],[],6,22
181,67,4694.0,2,harmonic,[],[],4,16
127,67,4746.0,4,harmonic,[],[],3,10
359,79,5734.0,2,harmonic,[],[],9,15
367,65,4736.0,1,harmonic,[],[],9,19
375,79,5740.0,1,harmonic,[],[],9,23
53,79,5834.0,0,harmonic,[],[],1,18
597,65,4660.0,2,harmonic,[],[],20,24
607,66,4710.0,1,harmonic,[],[],21,25
113,65,4664.0,0,harmonic,[],[],2,25
537,65,4684.0,2,harmonic,[],[],16,20
411,66,4757.0,5,harmonic,[],[],11,12
305,65,4693.0,2,harmonic,[],[],7,21
297,140,10435.0,2,harmonic,[],[],7,17
151,79,5750.0,0,harmonic,[],[],3,22
189,79,5783.0,1,harmonic,[],[],4,20
605,79,5756.0,5,harmonic,[],[],21,24
115,67,4753.0,5,harmonic,[],[],3,4
423,67,4762.0,5,harmonic,[],[],11,18
185,66,4716.0,0,harmonic,[],[],4,18
461,101,7732.0,3,harmonic,[],[],12,24
433,67,4701.0,3,harmonic,[],[],11,23
477,67,4706.0,4,harmonic,[],[],13,20
149,67,4718.0,0,harmonic,[],[],3,21
115,68,4758.0,6,harmonic,[],[],3,4
257,68,4750.0,2,harmonic,[],[],6,15
563,67,4738.0,2,harmonic,[],[],17,25
219,67,4724.0,1,harmonic,[],[],5,15
33,65,4727.0,0,harmonic,[],[],1,8
539,67,4731.0,5,harmonic,[],[],16,21
175,65,4747.0,1,harmonic,[],[],4,13
593,65,4770.0,2,harmonic,[],[],20,22
501,65,4829.0,2,harmonic,[],[],14,21
97,65,4764.0,0,harmonic,[],[],2,17
491,67,4841.0,6,harmonic,[],[],14,16
251,66,4807.0,1,harmonic,[],[],6,12
191,65,4824.0,0,harmonic,[],[],4,21
275,67,4812.0,1,harmonic,[],[],6,24
495,66,4799.0,2,harmonic,[],[],14,18
373,66,4853.0,1,harmonic,[],[],9,22
201,65,4867.0,2,harmonic,[],[],5,6
355,103,7734.0,4,harmonic,[],[],9,13
495,65,4797.0,2,harmonic,[],[],14,18
599,68,4780.0,3,harmonic,[],[],20,25
207,68,4893.0,5,harmonic,[],[],5,9
287,68,4815.0,2,harmonic,[],[],7,12
467,68,4786.0,6,harmonic,[],[],13,15
169,68,4826.0,4,harmonic,[],[],4,10
203,65,4803.0,2,harmonic,[],[],5,7
593,66,4768.0,4,harmonic,[],[],20,22
495,67,4800.0,5,harmonic,[],[],14,18
567,68,4771.0,4,harmonic,[],[],18,20
569,65,4811.0,2,harmonic,[],[],18,21
293,66,4779.0,1,harmonic,[],[],7,15
317,68,4805.0,5,harmonic,[],[],8,10
389,68,4883.0,2,harmonic,[],[],10,15
137,67,4856.0,1,harmonic,[],[],3,15
215,65,4857.0,2,harmonic,[],[],5,13
273,68,4873.0,0,harmonic,[],[],6,23
567,67,4773.0,6,harmonic,[],[],18,20
231,65,4788.0,0,harmonic,[],[],5,21
57,65,4781.0,1,harmonic,[],[],1,20
231,67,4782.0,1,harmonic,[],[],5,21
615,67,4825.0,5,harmonic,[],[],23,24
55,67,4818.0,1,harmonic,[],[],1,19
269,66,4827.0,0,harmonic,[],[],6,21
315,66,4813.0,2,harmonic,[],[],8,9
467,67,4792.0,6,harmonic,[],[],13,15
495,68,4794.0,4,harmonic,[],[],14,18
93,67,4849.0,0,harmonic,[],[],2,15
529,67,4864.0,0,harmonic,[],[],15,25
267,68,4866.0,1,harmonic,[],[],6,20
405,67,4874.0,2,harmonic,[],[],10,23
445,66,4889.0,2,harmonic,[],[],12,16
335,65,4878.0,1,harmonic,[],[],8,19
399,68,4844.0,1,harmonic,[],[],10,20
43,68,4861.0,4,harmonic,[],[],1,13
369,68,4830.0,2,harmonic,[],[],9,20
231,66,4790.0,6,harmonic,[],[],5,21
439,66,4845.0,4,harmonic,[],[],12,13
437,65,4839.0,1,harmonic,[],[],11,25
525,68,4810.0,2,harmonic,[],[],15,23
541,66,4836.0,1,harmonic,[],[],16,22
563,79,5764.0,4,harmonic,[],[],17,25
213,66,4865.0,1,harmonic,[],[],5,12
451,79,5769.0,2,harmonic,[],[],12,19
183,68,4821.0,0,harmonic,[],[],4,17
21,68,4852.0,4,harmonic,[],[],1,2
283,79,5812.0,4,harmonic,[],[],7,10
127,79,5817.0,2,harmonic,[],[],3,10
131,87,6257.0,1,harmonic,[],[],3,12
71,68,4801.0,6,harmonic,[],[],2,4
533,79,5775.0,4,harmonic,[],[],16,18
333,67,4806.0,2,harmonic,[],[],8,18
397,87,6228.0,2,harmonic,[],[],10,19
415,87,6210.0,5,harmonic,[],[],11,14
89,65,4817.0,0,harmonic,[],[],2,13
401,67,4901.0,2,harmonic,[],[],10,21
463,66,4820.0,0,harmonic,[],[],12,25
237,67,4886.0,1,harmonic,[],[],5,24
543,79,5792.0,2,harmonic,[],[],16,23
535,66,4876.0,4,harmonic,[],[],16,19
413,67,4832.0,6,harmonic,[],[],11,13
281,68,4837.0,5,harmonic,[],[],7,9
441,79,5848.0,5,harmonic,[],[],12,14
523,65,4847.0,2,harmonic,[],[],15,22
49,79,5804.0,0,harmonic,[],[],1,16
287,79,5830.0,4,harmonic,[],[],7,12
485,65,4888.0,2,harmonic,[],[],13,24
39,67,4924.0,2,harmonic,[],[],1,11
227,65,4899.0,1,harmonic,[],[],5,19
543,68,4950.0,5,harmonic,[],[],16,23
499,67,4947.0,2,harmonic,[],[],14,20
131,67,4959.0,4,harmonic,[],[],3,12
455,70,4956.0,1,harmonic,[],[],12,21
403,79,5809.0,1,harmonic,[],[],10,22
533,70,4985.0,4,harmonic,[],[],16,18
133,67,4983.0,2,harmonic,[],[],3,13
59,66,4945.0,0,harmonic,[],[],1,21
385,68,4926.0,5,harmonic,[],[],10,13
597,66,4906.0,2,harmonic,[],[],20,24
459,65,4908.0,1,harmonic,[],[],12,23
155,66,4935.0,0,harmonic,[],[],3,24
235,70,4974.0,1,harmonic,[],[],5,23
583,65,4968.0,2,harmonic,[],[],19,22
85,68,4957.0,3,harmonic,[],[],2,11
411,70,4967.0,4,harmonic,[],[],11,12
503,66,4955.0,0,harmonic,[],[],14,22
233,141,10441.0,0,harmonic,[],[],5,22
149,65,4977.0,0,harmonic,[],[],3,21
503,70,4949.0,1,harmonic,[],[],14,22
577,68,4900.0,5,harmonic,[],[],18,25
607,70,4946.0,2,harmonic,[],[],21,25
123,65,4986.0,2,harmonic,[],[],3,8
219,68,4933.0,3,harmonic,[],[],5,15
423,70,4919.0,2,harmonic,[],[],11,18
347,67,4966.0,1,harmonic,[],[],8,25
205,70,4930.0,2,harmonic,[],[],5,8
103,68,4939.0,0,harmonic,[],[],2,20
303,70,4937.0,1,harmonic,[],[],7,20
83,68,4978.0,4,harmonic,[],[],2,10
371,67,4976.0,5,harmonic,[],[],9,21
229,66,4981.0,0,harmonic,[],[],5,20
101,67,4914.0,1,harmonic,[],[],2,19
135,66,5012.0,0,harmonic,[],[],3,14
345,66,5003.0,5,harmonic,[],[],8,24
583,68,4965.0,5,harmonic,[],[],19,22
587,70,5014.0,3,harmonic,[],[],19,24
323,65,4920.0,2,harmonic,[],[],8,13
383,68,4910.0,6,harmonic,[],[],10,12
441,66,4917.0,5,harmonic,[],[],12,14
579,65,4927.0,2,harmonic,[],[],19,20
595,68,4918.0,4,harmonic,[],[],20,23
443,65,4944.0,2,harmonic,[],[],12,15
377,140,10442.0,0,harmonic,[],[],9,24
291,66,4925.0,5,harmonic,[],[],7,14
295,66,4963.0,4,harmonic,[],[],7,16
453,68,4971.0,3,harmonic,[],[],12,20
359,70,5002.0,2,harmonic,[],[],9,15
377,70,4980.0,1,harmonic,[],[],9,24
363,68,5007.0,1,harmonic,[],[],9,17
129,79,5799.0,4,harmonic,[],[],3,11
455,65,4960.0,1,harmonic,[],[],12,21
307,68,5011.0,2,harmonic,[],[],7,22
405,87,6317.0,2,harmonic,[],[],10,23
157,65,4992.0,0,harmonic,[],[],3,25
171,70,4923.0,2,harmonic,[],[],4,11
465,65,4951.0,2,harmonic,[],[],13,14
557,68,4990.0,5,harmonic,[],[],17,22
245,67,4934.0,4,harmonic,[],[],6,9
517,68,4996.0,6,harmonic,[],[],15,19
429,67,5004.0,1,harmonic,[],[],11,21
173,70,5009.0,3,harmonic,[],[],4,12
477,70,4961.0,2,harmonic,[],[],13,20
53,66,4972.0,1,harmonic,[],[],1,18
493,87,6214.0,5,harmonic,[],[],14,17
29,79,5860.0,4,harmonic,[],[],1,6
597,101,7742.0,5,harmonic,[],[],20,24
79,87,6218.0,4,harmonic,[],[],2,8
575,68,4984.0,4,harmonic,[],[],18,24
585,66,4987.0,4,harmonic,[],[],19,23
619,70,4993.0,4,harmonic,[],[],24,25
425,67,5010.0,2,harmonic,[],[],11,19
111,66,4995.0,1,harmonic,[],[],2,24
81,70,4998.0,2,harmonic,[],[],2,9
475,65,5008.0,4,harmonic,[],[],13,19
321,70,4988.0,4,harmonic,[],[],8,12
65,67,4991.0,2,harmonic,[],[],1,24
457,67,4999.0,4,harmonic,[],[],12,22
25,68,5001.0,6,harmonic,[],[],1,4
179,65,5015.0,1,harmonic,[],[],4,15
207,79,5825.0,3,harmonic,[],[],5,9
51,66,5018.0,0,harmonic,[],[],1,17
547,79,5840.0,2,harmonic,[],[],16,25
545,79,5856.0,3,harmonic,[],[],16,24
523,79,5844.0,4,harmonic,[],[],15,22
619,79,5852.0,5,harmonic,[],[],24,25
445,87,6268.0,5,harmonic,[],[],12,16
451,70,5006.0,2,harmonic,[],[],12,19
301,87,6242.0,2,harmonic,[],[],7,19
185,87,6236.0,0,harmonic,[],[],4,18
509,87,6223.0,2,harmonic,[],[],14,25
337,87,6252.0,0,harmonic,[],[],8,20
403,68,5102.0,1,harmonic,[],[],10,22
79,70,5019.0,2,harmonic,[],[],2,8
261,70,5071.0,1,harmonic,[],[],6,17
431,66,5025.0,1,harmonic,[],[],11,22
199,67,5135.0,1,harmonic,[],[],4,25
361,65,5035.0,4,harmonic,[],[],9,16
537,68,5074.0,4,harmonic,[],[],16,20
175,70,5148.0,4,harmonic,[],[],4,13
29,68,5016.0,5,harmonic,[],[],1,6
611,67,5024.0,5,harmonic,[],[],22,24
327,67,5017.0,4,harmonic,[],[],8,15
217,68,5048.0,6,harmonic,[],[],5,14
277,68,5021.0,0,harmonic,[],[],6,25
255,65,5022.0,1,harmonic,[],[],6,14
197,66,5041.0,2,harmonic,[],[],4,24
105,66,5064.0,2,harmonic,[],[],2,21
87,70,5077.0,1,harmonic,[],[],2,12
599,70,5027.0,3,harmonic,[],[],20,25
49,70,5033.0,1,harmonic,[],[],1,16
547,70,5023.0,1,harmonic,[],[],16,25
27,67,5028.0,5,harmonic,[],[],1,5
243,68,5068.0,5,harmonic,[],[],6,8
187,65,5047.0,1,harmonic,[],[],4,19
387,68,5080.0,2,harmonic,[],[],10,14
113,67,5045.0,0,harmonic,[],[],2,25
429,141,10446.0,1,harmonic,[],[],11,21
119,65,5090.0,2,harmonic,[],[],3,6
113,66,5049.0,4,harmonic,[],[],2,25
31,70,5030.0,4,harmonic,[],[],1,7
493,67,5039.0,6,harmonic,[],[],14,17
473,66,5029.0,2,harmonic,[],[],13,18
349,66,5057.0,4,harmonic,[],[],9,10
409,66,5034.0,1,harmonic,[],[],10,25
507,70,5042.0,1,harmonic,[],[],14,24
559,67,5053.0,1,harmonic,[],[],17,23
121,68,5133.0,5,harmonic,[],[],3,7
319,65,5060.0,2,harmonic,[],[],8,11
367,79,5867.0,2,harmonic,[],[],9,19
95,65,5082.0,0,harmonic,[],[],2,16
483,67,5032.0,2,harmonic,[],[],13,23
257,67,5159.0,5,harmonic,[],[],6,15
117,65,5040.0,2,harmonic,[],[],3,5
31,79,5864.0,4,harmonic,[],[],1,7
283,65,5055.0,2,harmonic,[],[],7,10
439,79,5870.0,5,harmonic,[],[],12,13
489,70,5052.0,4,harmonic,[],[],14,15
589,68,5036.0,4,harmonic,[],[],19,25
419,70,5109.0,4,harmonic,[],[],11,16
571,70,5037.0,4,harmonic,[],[],18,22
395,70,5056.0,2,harmonic,[],[],10,18
177,68,5043.0,4,harmonic,[],[],4,14
279,67,5087.0,6,harmonic,[],[],7,8
365,65,5076.0,1,harmonic,[],[],9,18
351,68,5158.0,6,harmonic,[],[],9,11
147,70,5046.0,1,harmonic,[],[],3,20
515,68,5147.0,5,harmonic,[],[],15,18
141,67,5062.0,2,harmonic,[],[],3,17
63,65,5069.0,0,harmonic,[],[],1,23
299,68,5170.0,2,harmonic,[],[],7,18
339,68,5140.0,1,harmonic,[],[],8,21
325,70,5143.0,4,harmonic,[],[],8,14
581,70,5061.0,4,harmonic,[],[],19,21
379,67,5072.0,4,harmonic,[],[],9,25
211,68,5163.0,4,harmonic,[],[],5,11
99,70,5151.0,2,harmonic,[],[],2,18
343,70,5118.0,1,harmonic,[],[],8,23
403,140,10448.0,2,harmonic,[],[],10,22
505,79,5922.0,4,harmonic,[],[],14,23
221,68,5094.0,1,harmonic,[],[],5,16
301,70,5065.0,1,harmonic,[],[],7,19
223,68,5110.0,2,harmonic,[],[],5,17
337,70,5095.0,1,harmonic,[],[],8,20
311,67,5079.0,1,harmonic,[],[],7,24
265,68,5085.0,0,harmonic,[],[],6,19
235,79,5919.0,1,harmonic,[],[],5,23
613,67,5124.0,5,harmonic,[],[],22,25
521,79,5969.0,5,harmonic,[],[],15,21
427,70,5084.0,1,harmonic,[],[],11,20
61,79,5874.0,1,harmonic,[],[],1,22
389,79,5954.0,4,harmonic,[],[],10,15
121,79,5889.0,4,harmonic,[],[],3,7
597,79,5881.0,5,harmonic,[],[],20,24
67,79,5885.0,0,harmonic,[],[],1,25
157,79,5960.0,1,harmonic,[],[],3,25
91,67,5096.0,1,harmonic,[],[],2,14
225,67,5107.0,0,harmonic,[],[],5,18
239,70,5129.0,0,harmonic,[],[],5,25
487,70,5137.0,1,harmonic,[],[],13,25
545,67,5166.0,3,harmonic,[],[],16,24
145,68,5152.0,2,harmonic,[],[],3,19
341,70,5089.0,1,harmonic,[],[],8,22
565,65,5108.0,2,harmonic,[],[],18,19
209,65,5119.0,1,harmonic,[],[],5,10
99,79,5893.0,1,harmonic,[],[],2,18
201,79,5896.0,4,harmonic,[],[],5,6
417,67,5145.0,4,harmonic,[],[],11,15
23,65,5100.0,2,harmonic,[],[],1,3
305,70,5104.0,1,harmonic,[],[],7,21
609,67,5150.0,6,harmonic,[],[],22,23
247,68,5123.0,6,harmonic,[],[],6,10
89,79,5901.0,1,harmonic,[],[],2,13
311,79,5905.0,1,harmonic,[],[],7,24
153,87,6232.0,1,harmonic,[],[],3,23
381,70,5157.0,4,harmonic,[],[],10,11
555,70,5205.0,4,harmonic,[],[],17,21
573,70,5161.0,3,harmonic,[],[],18,23
161,70,5167.0,4,harmonic,[],[],4,6
