order,y_coordinate,x_coordinate,r,g,b,answers
141,6,16,50,171,53,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Brown', 'Green', 'Green']"
142,6,17,31,170,100,"['Green', 'Green', 'Green', 'Green', 'Gray', 'Green', 'Green', 'Green', 'Turquoise', 'Green', 'Green', 'Green', 'Green', 'Green']"
143,6,18,0,171,119,"['Green', 'Green', 'Green', 'Green', 'Blue', 'Turquoise', 'Green', 'Green', 'Turquoise', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']"
144,6,19,0,171,129,"['Turquoise', 'Green', 'Green', 'Gray', 'Green', 'Green', 'Green', 'Green', 'Green', 'Turquoise', 'Green', 'Green']"
145,6,20,0,171,138,"['Turquoise', 'Green', 'Green', 'Turquoise', 'Green', 'Green', 'Green', 'Green', 'Turquoise']"
146,6,21,2,168,147,"['Turquoise', 'Green', 'Turquoise', 'Blue', 'Green', 'Green', 'Green', 'Green', 'Turquoise', 'Turquoise', 'Blue', 'Green', 'Turquoise', 'Green']"
147,6,22,0,167,158,"['Turquoise', 'Green', 'Blue', 'Green', 'Turquoise', 'Turquoise', 'Turquoise', 'Green', 'Turquoise', 'Turquoise', 'Turquoise', 'Blue', 'Turquoise']"
148,6,23,0,167,167,"['Turquoise', 'Blue', 'Green', 'Turquoise', 'Turquoise', 'Blue', 'Blue', 'Green', 'Turquoise', 'Turquoise', 'Turquoise', 'Turquoise']"
149,6,24,0,166,177,"['Turquoise', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Turquoise', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Turquoise', 'Turquoise', 'Turquoise', 'Blue']"
150,6,25,0,165,186,"['Turquoise', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Turquoise', 'Turquoise', 'Blue']"
151,6,26,25,162,194,"['Blue', 'Blue', 'Blue', 'Turquoise', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Silver', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue']"
152,6,27,57,160,198,"['Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Blue']"
153,6,28,35,159,215,"['Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue']"
154,6,29,77,155,218,"['Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Blue']"
155,6,30,102,151,219,"['Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue']"
156,6,31,135,146,203,"['Purple', 'Blue', 'Purple', 'Blue', 'Purple', 'Blue', 'Blue', 'Blue', 'Blue', 'Green', 'Blue', 'Blue', 'Blue']"
157,6,32,149,142,200,"['Purple', 'Purple', 'Blue', 'Purple', 'Gray', 'Purple', 'Purple', 'Purple', 'Purple', 'Blue', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']"
158,6,33,161,139,197,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Blue']"
159,6,34,170,136,191,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']"
160,6,35,190,128,192,"['Pink', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']"
161,6,36,198,125,182,"['Purple', 'Pink', 'Purple', 'Purple', 'Gray', 'Pink', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Pink', 'Purple', 'Purple']"
162,6,37,205,123,171,"['Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Purple', 'Pink', 'Pink', 'Pink', 'Purple', 'Pink', 'Pink', 'Pink']"
163,6,38,212,121,156,"['Pink', 'Pink', 'Pink', 'Pink', 'Purple', 'Pink', 'Purple', 'Pink', 'Pink', 'Pink', 'Pink']"
164,6,39,229,111,146,"['Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Red', 'Pink', 'Pink', 'Pink']"
165,6,40,233,110,132,"['Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Red', 'Pink', 'Pink', 'Pink', 'Pink']"
166,5,0,123,123,123,"['Gray', 'Gray', 'Gray', 'Gray', 'Gray', 'Gray', 'Silver', 'Gray', 'Gray', 'Gray', 'Gray', 'Gray', 'Silver']"
167,5,1,217,68,93,"['Pink', 'Red', 'Red', 'Red', 'Pink', 'Pink', 'Orange', 'Red', 'Red', 'Red', 'Pink', 'Red', 'Red', 'Pink', 'Red', 'Pink']"
168,5,2,218,70,74,"['Red', 'Pink', 'Pink', 'Pink', 'Red', 'Pink', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red']"
169,5,3,218,72,54,"['Red', 'Red', 'Red', 'Red', 'Orange', 'Red', 'Red', 'Red', 'Red', 'Red', 'Brown', 'Red', 'Red', 'Red', 'Orange']"
170,5,4,220,72,0,"['Orange', 'Orange', 'Red', 'Red', 'Orange', 'Orange', 'Orange', 'Orange', 'Beige', 'Red', 'Orange', 'Red']"
171,5,5,202,90,0,"['Orange', 'Orange', 'Orange', 'Orange', 'Orange', 'Orange', 'Orange', 'Gold', 'Orange', 'Orange', 'Orange', 'Orange', 'Brown']"
172,5,6,187,100,0,"['Brown', 'Brown', 'Gold', 'Brown', 'Brown', 'Orange', 'Orange', 'Brown', 'Brown', 'Orange', 'Orange', 'Brown', 'Gold']"
173,5,7,174,108,0,"['Brown', 'Gold', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Gold', 'Yellow', 'Brown', 'Brown', 'Gold', 'Brown', 'Brown', 'Brown']"
174,5,8,166,113,0,"['Gold', 'Brown', 'Brown', 'Brown', 'Gold', 'Gold', 'Brown', 'Yellow', 'Brown', 'Yellow', 'Gold', 'Brown']"
175,5,9,154,118,14,"['Yellow', 'Brown', 'Brown', 'Gold', 'Brown', 'Black', 'Brown', 'Brown', 'Gold', 'Gold', 'Green', 'Gold', 'Brown', 'Gold', 'Brown', 'Green']"
176,5,10,146,121,0,"['Brown', 'Green', 'Brown', 'Brown', 'Green', 'Brown', 'Green', 'Gold', 'Brown', 'Brown', 'Green', 'Green']"
177,5,11,138,124,0,"['Beige', 'Green', 'Yellow', 'Gray', 'Green', 'Brown', 'Green', 'Green', 'Green', 'Green', 'Green', 'Brown', 'Gold', 'Green']"
178,5,12,129,127,0,"['Beige', 'Brown', 'Green', 'Brown', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Gold', 'Green']"
179,5,13,118,130,1,"['Beige', 'Beige', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']"
180,5,14,105,133,24,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']"
181,5,15,74,138,11,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']"
182,5,16,0,144,24,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']"
183,5,17,0,146,70,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']"
184,5,18,0,144,95,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Turquoise', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']"
185,5,19,0,144,105,"['Turquoise', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Turquoise', 'Green', 'Green', 'Green', 'Green', 'Green']"
186,5,20,0,144,114,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']"
187,5,21,0,144,124,"['Green', 'Blue', 'Green', 'Green', 'Green', 'Green', 'Green', 'Blue', 'Turquoise', 'Green', 'Green', 'Green', 'Green']"
188,5,22,0,140,134,"['Green', 'Turquoise', 'Turquoise', 'Blue', 'Blue', 'Turquoise', 'Turquoise', 'Green', 'Turquoise', 'Green', 'Turquoise', 'Turquoise', 'Turquoise', 'Turquoise']"
189,5,23,0,140,142,"['Turquoise', 'Blue', 'Blue', 'Orange', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Turquoise', 'Turquoise', 'Blue']"
190,5,24,0,139,152,"['Blue', 'Turquoise', 'Blue', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Turquoise', 'Turquoise', 'Black', 'Blue', 'Turquoise']"
191,5,25,0,137,160,"['Blue', 'Turquoise', 'Turquoise', 'Blue', 'Green', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Blue', 'Blue']"
192,5,26,0,135,168,"['Blue', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Green']"
193,5,27,7,133,172,"['Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Blue']"
194,5,28,0,132,188,"['Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue']"
195,5,29,0,129,205,"['Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue']"
196,5,30,51,125,206,"['Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Black', 'Blue', 'Blue', 'Blue', 'Blue']"
197,5,31,105,118,190,"['Blue', 'Blue', 'Green', 'Purple', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue']"
198,5,32,126,113,186,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']"
199,5,33,140,109,181,"['Purple', 'Turquoise', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']"
200,5,34,151,105,174,"['Turquoise', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']"
201,5,35,162,101,166,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']"
202,5,36,180,90,164,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Pink', 'Purple', 'Turquoise', 'Pink']"
203,5,37,189,86,151,"['Pink', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Pink', 'Purple', 'Purple', 'Purple', 'Purple', 'Pink', 'Pink', 'Pink', 'Pink']"
204,5,38,197,82,134,"['Pink', 'Purple', 'Purple', 'Purple', 'Pink', 'Pink', 'Pink', 'Purple', 'Pink', 'Pink', 'Pink']"
205,5,39,212,70,123,"['Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Red', 'Purple']"
206,5,40,215,69,107,"['Red', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink']"
207,4,0,97,97,97,"['Silver', 'Gray', 'Purple', 'Gray', 'Gray', 'Silver', 'Gray', 'Gray', 'Gray', 'Purple', 'Gray', 'Gray', 'Gray', 'Gray']"
208,4,1,188,30,71,"['Pink', 'Red', 'Red', 'Red', 'Red', 'Purple', 'Purple', 'Purple', 'Red', 'Pink', 'Red', 'Red', 'Red', 'Red', 'Red']"
209,4,2,188,33,52,"['Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red']"
210,4,3,186,39,33,"['Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red']"
211,4,4,181,49,0,"['Red', 'Orange', 'Red', 'Purple', 'Orange', 'Red', 'Red', 'Red', 'Brown', 'Red', 'Red', 'Red', 'Red', 'Red']"
212,4,5,158,73,15,"['Orange', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Orange', 'Brown', 'Orange', 'Brown', 'Brown', 'Brown', 'Brown']"
213,4,6,145,81,27,"['Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown']"
214,4,7,139,85,14,"['Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Gold']"
215,4,8,127,90,33,"['Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown']"
216,4,9,121,93,26,"['Brown', 'Brown', 'Green', 'Brown', 'Beige', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Gold', 'Brown']"
217,4,10,115,96,21,"['Brown', 'Brown', 'Green', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Green', 'Brown', 'Brown']"
218,4,11,109,98,18,"['Green', 'Green', 'Green', 'Brown', 'Brown', 'Green', 'Green', 'Green', 'Green', 'Brown', 'Green', 'Brown']"
219,4,12,102,100,18,"['Green', 'Beige', 'Green', 'Green', 'Green', 'Brown', 'Gray', 'Green', 'Green', 'Green', 'Green', 'Green', 'Beige', 'Green', 'Brown', 'Green']"
220,4,13,93,102,24,"['Green', 'Brown', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Beige', 'Green', 'Green']"
221,4,14,84,105,33,"['Green', 'Green', 'Green', 'Green', 'Yellow', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']"
222,4,15,58,110,20,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']"
223,4,16,36,111,42,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Brown', 'Green', 'Orange', 'Green', 'Green']"
224,4,17,0,116,56,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']"
225,4,18,0,116,72,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']"
226,4,19,0,116,82,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']"
227,4,20,0,117,90,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Turquoise', 'Turquoise', 'Green', 'Green', 'Green', 'Green', 'Blue']"
228,4,21,0,114,100,"['Green', 'Green', 'Turquoise', 'Green', 'Green', 'Turquoise', 'Green', 'Green', 'Blue', 'Turquoise', 'Green', 'Green', 'Green', 'Green']"
229,4,22,0,113,110,"['Turquoise', 'Green', 'Blue', 'Turquoise', 'Turquoise', 'Green', 'Blue', 'Turquoise', 'Green', 'Green']"
230,4,23,0,113,119,"['Turquoise', 'Turquoise', 'Turquoise', 'Blue', 'Blue', 'Green', 'Blue', 'Turquoise', 'Blue', 'Blue', 'Green', 'Turquoise', 'Turquoise', 'Blue', 'Blue']"
231,4,24,0,109,120,"['Blue', 'Green', 'Turquoise', 'Green', 'Turquoise', 'Turquoise', 'Turquoise', 'Turquoise', 'Blue', 'Turquoise', 'Turquoise', 'Green', 'Green', 'Blue']"
232,4,25,0,108,125,"['Turquoise', 'Blue', 'Turquoise', 'Green', 'Green', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Green', 'Turquoise', 'Blue']"
233,4,26,0,109,143,"['Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Turquoise']"
234,4,27,0,106,147,"['Blue', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue']"
235,4,28,0,106,162,"['Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue']"
236,4,29,0,102,164,"['Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Green', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue']"
237,4,30,1,98,178,"['Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue']"
238,4,31,76,90,177,"['Purple', 'Blue', 'Blue', 'Blue', 'Blue', 'Purple', 'Blue', 'Blue', 'Blue', 'Blue', 'Purple', 'Blue', 'Blue', 'Blue', 'Blue']"
239,4,32,102,86,160,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Blue', 'Purple']"
240,4,33,116,81,153,"['Purple', 'Purple', 'Turquoise', 'Purple', 'Brown', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']"
241,4,34,126,78,148,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']"
242,4,35,135,74,140,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']"
243,4,36,151,63,139,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']"
244,4,37,160,58,127,"['Pink', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Pink', 'Purple', 'Pink', 'Pink', 'Purple', 'Purple', 'Purple']"
245,4,38,167,53,112,"['Pink', 'Purple', 'Purple', 'Purple', 'Brown', 'Purple', 'Pink', 'Purple', 'Pink', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']"
246,4,39,172,51,99,"['Pink', 'Pink', 'Purple', 'Pink', 'Pink', 'Pink', 'Purple', 'Pink', 'Purple', 'Pink', 'Red', 'Pink', 'Pink', 'Purple']"
247,4,40,185,31,86,"['Pink', 'Pink', 'Pink', 'Pink', 'Red', 'Pink', 'Purple', 'Red', 'Red', 'Pink', 'Red', 'Pink', 'Pink', 'Red']"
248,3,0,72,72,72,"['Gray', 'Gray', 'Purple', 'Gray', 'Black', 'Black', 'Gray', 'Black', 'Gray', 'Gray', 'Black', 'Black', 'Gray', 'Black']"
249,3,1,139,27,55,"['Purple', 'Red', 'Red', 'Red', 'Purple', 'Red', 'Purple', 'Purple', 'Purple', 'Red', 'Red', 'Red', 'Pink', 'Red']"
250,3,2,139,29,43,"['Brown', 'Red', 'Red', 'Purple', 'Red', 'Red', 'Red', 'Red', 'Brown', 'Pink', 'Pink', 'Red', 'Red']"
251,3,3,148,8,22,"['Red', 'Red', 'Red', 'Purple', 'Red', 'Brown', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red']"
252,3,4,136,37,17,"['Red', 'Brown', 'Brown', 'Red', 'Brown', 'Brown', 'Brown', 'Purple', 'Brown', 'Red', 'Red', 'Red', 'Red', 'Red']"
253,3,5,121,52,14,"['Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Red', 'Brown', 'Brown', 'Brown', 'Black', 'Brown']"
254,3,6,109,60,25,"['Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Orange', 'Brown', 'Brown']"
255,3,7,104,63,17,"['Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown']"
256,3,8,99,66,8,"['Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Orange', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown']"
257,3,9,89,70,32,"['Beige', 'Brown', 'Brown', 'Brown', 'Gray', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Gold', 'Green']"
258,3,10,85,71,30,"['Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Green', 'Brown', 'Brown', 'Brown', 'Beige', 'Brown', 'Orange', 'Brown', 'Brown', 'Green']"
259,3,11,80,73,29,"['Green', 'Brown', 'Brown', 'Green', 'Green', 'Brown', 'Green', 'Green', 'Green', 'Gray', 'Green', 'Brown', 'Brown', 'Brown', 'Brown']"
260,3,12,76,74,29,"['Brown', 'Green', 'Green', 'Green', 'Brown', 'Green', 'Gray', 'Green', 'Green', 'Brown', 'Brown', 'Brown', 'Green']"
261,3,13,70,76,32,"['Brown', 'Gray', 'Green', 'Green', 'Brown', 'Green', 'Green', 'Gray', 'Green', 'Green', 'Green', 'Green', 'Green']"
262,3,14,64,77,37,"['Brown', 'Green', 'Green', 'Green', 'Black', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Gray']"
263,3,15,46,81,27,"['Green', 'Gray', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']"
264,3,16,33,82,39,"['Green', 'Gray', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']"
265,3,17,0,86,45,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']"
266,3,18,0,86,55,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']"
267,3,19,0,89,60,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Turquoise', 'Green', 'Green', 'Green', 'Green', 'Green']"
268,3,20,0,86,68,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Turquoise', 'Green', 'Turquoise', 'Green', 'Turquoise', 'Turquoise', 'Silver']"
269,3,21,0,84,75,"['Green', 'Blue', 'Green', 'Green', 'Green', 'Blue', 'Turquoise', 'Green', 'Green', 'Turquoise', 'Green', 'Green', 'Green']"
270,3,22,0,84,82,"['Green', 'Turquoise', 'Turquoise', 'Green', 'Black', 'Turquoise', 'Turquoise', 'Green', 'Green', 'Turquoise', 'Green', 'Green', 'Turquoise', 'Green']"
271,3,23,0,83,89,"['Turquoise', 'Blue', 'Turquoise', 'Green', 'Turquoise', 'Green', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Black', 'Blue', 'Turquoise', 'Turquoise']"
272,3,24,0,83,96,"['Blue', 'Turquoise', 'Blue', 'Turquoise', 'Black', 'Green', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Green', 'Turquoise', 'Blue']"
273,3,25,0,82,101,"['Gray', 'Gray', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Blue']"
274,3,26,0,81,106,"['Turquoise', 'Blue', 'Green', 'Turquoise', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Blue', 'Turquoise', 'Turquoise']"
275,3,27,0,79,110,"['Purple', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Blue', 'Gold']"
276,3,28,0,79,125,"['Turquoise', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Blue']"
277,3,29,0,76,140,"['Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue']"
278,3,30,0,73,141,"['Blue', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue']"
279,3,31,55,62,151,"['Blue', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Purple', 'Blue', 'Blue', 'Blue', 'Purple', 'Blue']"
280,3,32,80,59,135,"['Purple', 'Purple', 'Purple', 'Black', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']"
281,3,33,94,53,129,"['Purple', 'Purple', 'Blue', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']"
282,3,34,103,49,123,"['Purple', 'Purple', 'Purple', 'Purple', 'Brown', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']"
283,3,35,111,45,117,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']"
284,3,36,118,41,110,"['Purple', 'Turquoise', 'Purple', 'Purple', 'Purple', 'Gray', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']"
285,3,37,125,36,99,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Blue']"
286,3,38,130,33,88,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Pink', 'Purple', 'Purple', 'Purple', 'Purple']"
