order,y_coordinate,x_coordinate,r,g,b,answers
136,6,11,167,151,0,"['Желтый', 'Зеленый', 'Бежевый', 'Зеленый', 'Желтый', 'Зеленый', 'Желтый', 'Зеленый', 'Зеленый', 'Коричневый', 'Оранжевый', 'Зеленый', 'Желтый']"
137,6,12,157,154,0,"['Зеленый', 'Зеленый', 'Зеленый', 'Желтый', 'Желтый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Коричневый', 'Зеленый', 'Желтый']"
138,6,13,144,157,0,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
139,6,14,127,161,0,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
140,6,15,91,168,0,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Розовый']"
141,6,16,50,171,53,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
142,6,17,31,170,100,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
143,6,18,0,171,119,"['Зеленый', 'Зеленый', 'Зеленый', 'Коричневый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
144,6,19,0,171,129,"['Зеленый', 'Зеленый', 'Бирюзовый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Бирюзовый', 'Бирюзовый']"
145,6,20,0,171,138,"['Зеленый', 'Бирюзовый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Бирюзовый', 'Зеленый', 'Бирюзовый', 'Зеленый', 'Зеленый', 'Зеленый']"
146,6,21,2,168,147,"['Бирюзовый', 'Бирюзовый', 'Лиловый', 'Бирюзовый', 'Зеленый', 'Бирюзовый', 'Бирюзовый', 'Зеленый', 'Синий', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый']"
147,6,22,0,167,158,"['Бирюзовый', 'Бирюзовый', 'Зеленый', 'Бирюзовый', 'Зеленый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый']"
148,6,23,0,167,167,"['Бирюзовый', 'Бирюзовый', 'Голубой', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Голубой', 'Бирюзовый']"
149,6,24,0,166,177,"['Голубой', 'Бирюзовый', 'Голубой', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Синий', 'Голубой', 'Бирюзовый', 'Синий', 'Бирюзовый']"
150,6,25,0,165,186,"['Голубой', 'Голубой', 'Бирюзовый', 'Голубой', 'Бирюзовый', 'Бирюзовый', 'Голубой', 'Голубой', 'Бирюзовый', 'Бирюзовый', 'Голубой']"
151,6,26,25,162,194,"['Голубой', 'Голубой', 'Синий', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Синий', 'Голубой', 'Синий']"
152,6,27,57,160,198,"['Синий', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Синий', 'Голубой', 'Синий', 'Голубой', 'Голубой', 'Синий']"
153,6,28,35,159,215,"['Голубой', 'Голубой', 'Голубой', 'Голубой', 'Синий', 'Голубой', 'Синий', 'Голубой', 'Голубой', 'Голубой', 'Голубой']"
154,6,29,77,155,218,"['Голубой', 'Голубой', 'Синий', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой']"
155,6,30,102,151,219,"['Голубой', 'Голубой', 'Голубой', 'Синий', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Синий', 'Голубой', 'Синий']"
156,6,31,135,146,203,"['Лиловый', 'Лиловый', 'Фиолетовый', 'Голубой', 'Синий', 'Лиловый', 'Лиловый', 'Синий', 'Бирюзовый', 'Лиловый']"
157,6,32,149,142,200,"['Фиолетовый', 'Лиловый', 'Лиловый', 'Фиолетовый', 'Голубой', 'Фиолетовый', 'Лиловый', 'Лиловый', 'Фиолетовый', 'Лиловый', 'Фиолетовый', 'Фиолетовый']"
158,6,33,161,139,197,"['Фиолетовый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Фиолетовый', 'Лиловый']"
159,6,34,170,136,191,"['Фиолетовый', 'Лиловый', 'Лиловый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Лиловый', 'Фиолетовый', 'Лиловый', 'Лиловый', 'Лиловый']"
160,6,35,190,128,192,"['Фиолетовый', 'Лиловый', 'Лиловый', 'Розовый', 'Розовый', 'Лиловый', 'Лиловый', 'Лиловый', 'Лиловый', 'Фиолетовый', 'Розовый', 'Лиловый', 'Фиолетовый']"
161,6,36,198,125,182,"['Фиолетовый', 'Лиловый', 'Розовый', 'Фиолетовый', 'Лиловый', 'Розовый', 'Розовый', 'Лиловый', 'Лиловый', 'Фиолетовый', 'Лиловый']"
162,6,37,205,123,171,"['Фиолетовый', 'Лиловый', 'Розовый', 'Лиловый', 'Фиолетовый', 'Розовый', 'Лиловый', 'Розовый', 'Розовый', 'Фиолетовый', 'Розовый']"
163,6,38,212,121,156,"['Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Оранжевый', 'Розовый', 'Фиолетовый', 'Розовый']"
164,6,39,229,111,146,"['Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый']"
165,6,40,233,110,132,"['Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый']"
166,5,0,123,123,123,"['Коричневый', 'Серый', 'Серый', 'Серый', 'Серый', 'Серый', 'Серый', 'Серый', 'Серый', 'Серый', 'Фиолетовый', 'Серый']"
167,5,1,217,68,93,"['Розовый', 'Розовый', 'Красный', 'Розовый', 'Розовый', 'Красный', 'Розовый', 'Розовый', 'Красный', 'Красный', 'Розовый']"
168,5,2,218,70,74,"['Красный', 'Розовый', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Розовый', 'Красный', 'Красный', 'Розовый', 'Красный']"
169,5,3,218,72,54,"['Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Оранжевый', 'Оранжевый', 'Красный', 'Красный', 'Оранжевый']"
170,5,4,220,72,0,"['Оранжевый', 'Красный', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Красный', 'Оранжевый', 'Оранжевый', 'Оранжевый']"
171,5,5,202,90,0,"['Оранжевый', 'Коричневый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Бежевый', 'Оранжевый', 'Коричневый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый']"
172,5,6,187,100,0,"['Коричневый', 'Коричневый', 'Оранжевый', 'Коричневый', 'Коричневый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Коричневый', 'Коричневый', 'Оранжевый']"
173,5,7,174,108,0,"['Коричневый', 'Коричневый', 'Желтый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Оранжевый']"
174,5,8,166,113,0,"['Коричневый', 'Коричневый', 'Желтый', 'Желтый', 'Коричневый', 'Коричневый', 'Желтый', 'Коричневый', 'Коричневый', 'Коричневый', 'Оранжевый']"
175,5,9,154,118,14,"['Коричневый', 'Зеленый', 'Желтый', 'Желтый', 'Бежевый', 'Желтый', 'Коричневый', 'Бежевый', 'Коричневый', 'Коричневый', 'Желтый', 'Желтый']"
176,5,10,146,121,0,"['Коричневый', 'Коричневый', 'Желтый', 'Коричневый', 'Коричневый', 'Коричневый', 'Зеленый', 'Коричневый', 'Коричневый', 'Коричневый', 'Желтый']"
177,5,11,138,124,0,"['Коричневый', 'Зеленый', 'Желтый', 'Желтый', 'Зеленый', 'Зеленый', 'Зеленый', 'Коричневый', 'Зеленый', 'Коричневый', 'Желтый']"
178,5,12,129,127,0,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
179,5,13,118,130,1,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
180,5,14,105,133,24,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Оранжевый', 'Зеленый', 'Зеленый', 'Зеленый']"
181,5,15,74,138,11,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
182,5,16,0,144,24,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
183,5,17,0,146,70,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
184,5,18,0,144,95,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
185,5,19,0,144,105,"['Бирюзовый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
186,5,20,0,144,114,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Бирюзовый', 'Зеленый', 'Бирюзовый', 'Зеленый', 'Бирюзовый', 'Зеленый', 'Зеленый']"
187,5,21,0,144,124,"['Зеленый', 'Зеленый', 'Бирюзовый', 'Зеленый', 'Бирюзовый', 'Зеленый', 'Зеленый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Зеленый', 'Зеленый']"
188,5,22,0,140,134,"['Бирюзовый', 'Зеленый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый']"
189,5,23,0,140,142,"['Голубой', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Зеленый', 'Синий', 'Синий', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый']"
190,5,24,0,139,152,"['Бирюзовый', 'Голубой', 'Голубой', 'Синий', 'Бирюзовый', 'Синий', 'Бирюзовый', 'Голубой', 'Голубой', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Зеленый']"
191,5,25,0,137,160,"['Бирюзовый', 'Голубой', 'Голубой', 'Синий', 'Бирюзовый', 'Бирюзовый', 'Голубой', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Голубой']"
192,5,26,0,135,168,"['Голубой', 'Синий', 'Голубой', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Бирюзовый', 'Голубой']"
193,5,27,7,133,172,"['Синий', 'Синий', 'Синий', 'Бирюзовый', 'Синий', 'Голубой', 'Синий', 'Синий', 'Синий', 'Синий', 'Голубой']"
194,5,28,0,132,188,"['Голубой', 'Синий', 'Синий', 'Синий', 'Голубой', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Голубой', 'Синий']"
195,5,29,0,129,205,"['Синий', 'Синий', 'Синий', 'Голубой', 'Голубой', 'Синий', 'Синий', 'Синий', 'Голубой', 'Синий', 'Синий', 'Голубой', 'Голубой']"
196,5,30,51,125,206,"['Голубой', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Голубой', 'Голубой']"
197,5,31,105,118,190,"['Фиолетовый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Синий', 'Бирюзовый', 'Голубой']"
198,5,32,126,113,186,"['Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Лиловый', 'Фиолетовый', 'Синий', 'Фиолетовый']"
199,5,33,140,109,181,"['Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Лиловый']"
200,5,34,151,105,174,"['Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Лиловый', 'Лиловый', 'Лиловый', 'Лиловый', 'Белый', 'Фиолетовый', 'Лиловый', 'Фиолетовый']"
201,5,35,162,101,166,"['Фиолетовый', 'Лиловый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Фиолетовый', 'Фиолетовый']"
202,5,36,180,90,164,"['Фиолетовый', 'Фиолетовый', 'Розовый', 'Розовый', 'Лиловый', 'Лиловый', 'Розовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Розовый', 'Фиолетовый', 'Фиолетовый']"
203,5,37,189,86,151,"['Лиловый', 'Фиолетовый', 'Розовый', 'Розовый', 'Розовый', 'Лиловый', 'Розовый', 'Фиолетовый', 'Розовый', 'Лиловый', 'Розовый', 'Лиловый', 'Розовый']"
204,5,38,197,82,134,"['Фиолетовый', 'Фиолетовый', 'Розовый', 'Розовый', 'Розовый', 'Фиолетовый', 'Лиловый', 'Красный', 'Розовый', 'Розовый', 'Розовый']"
205,5,39,212,70,123,"['Лиловый', 'Фиолетовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый']"
206,5,40,215,69,107,"['Розовый', 'Розовый', 'Красный', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый']"
207,4,0,97,97,97,"['Серый', 'Серый', 'Серый', 'Черный', 'Серый', 'Серый', 'Серый', 'Серый', 'Серый', 'Серый', 'Серый', 'Серый', 'Серый']"
208,4,1,188,30,71,"['Лиловый', 'Красный', 'Розовый', 'Красный', 'Красный', 'Розовый', 'Розовый', 'Красный', 'Красный', 'Лиловый', 'Красный']"
209,4,2,188,33,52,"['Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный']"
210,4,3,186,39,33,"['Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный']"
211,4,4,181,49,0,"['Красный', 'Красный', 'Красный', 'Красный', 'Оранжевый', 'Оранжевый', 'Коричневый', 'Коричневый', 'Красный', 'Красный', 'Оранжевый']"
212,4,5,158,73,15,"['Коричневый', 'Коричневый', 'Оранжевый', 'Оранжевый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый']"
213,4,6,145,81,27,"['Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый']"
214,4,7,139,85,14,"['Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый']"
215,4,8,127,90,33,"['Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый']"
216,4,9,121,93,26,"['Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Бежевый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый']"
217,4,10,115,96,21,"['Оранжевый', 'Коричневый', 'Зеленый', 'Коричневый', 'Коричневый', 'Бежевый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый']"
218,4,11,109,98,18,"['Зеленый', 'Коричневый', 'Зеленый', 'Зеленый', 'Коричневый', 'Зеленый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Желтый']"
219,4,12,102,100,18,"['Зеленый', 'Зеленый', 'Зеленый', 'Коричневый', 'Бирюзовый', 'Зеленый', 'Зеленый', 'Коричневый', 'Зеленый', 'Зеленый']"
220,4,13,93,102,24,"['Зеленый', 'Зеленый', 'Зеленый', 'Коричневый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
221,4,14,84,105,33,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
222,4,15,58,110,20,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
223,4,16,36,111,42,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
224,4,17,0,116,56,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
225,4,18,0,116,72,"['Бирюзовый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
226,4,19,0,116,82,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Бирюзовый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
227,4,20,0,117,90,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Бирюзовый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
228,4,21,0,114,100,"['Зеленый', 'Синий', 'Зеленый', 'Зеленый', 'Бирюзовый', 'Зеленый', 'Зеленый', 'Синий', 'Бирюзовый', 'Зеленый', 'Зеленый']"
229,4,22,0,113,110,"['Голубой', 'Синий', 'Зеленый', 'Бирюзовый', 'Голубой', 'Бирюзовый', 'Зеленый', 'Синий', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый']"
230,4,23,0,113,119,"['Синий', 'Бирюзовый', 'Синий', 'Зеленый', 'Бирюзовый', 'Бирюзовый', 'Синий', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Синий', 'Зеленый']"
231,4,24,0,109,120,"['Зеленый', 'Синий', 'Синий', 'Серый', 'Бирюзовый', 'Бирюзовый', 'Синий', 'Синий', 'Бирюзовый', 'Синий', 'Бирюзовый', 'Бирюзовый', 'Зеленый']"
232,4,25,0,108,125,"['Синий', 'Синий', 'Синий', 'Бирюзовый', 'Бирюзовый', 'Синий', 'Синий', 'Синий', 'Синий', 'Бирюзовый', 'Синий', 'Синий']"
233,4,26,0,109,143,"['Синий', 'Голубой', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Бирюзовый', 'Бирюзовый', 'Синий']"
234,4,27,0,106,147,"['Синий', 'Синий', 'Бирюзовый', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Голубой', 'Синий']"
235,4,28,0,106,162,"['Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Голубой', 'Синий']"
236,4,29,0,102,164,"['Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий']"
237,4,30,1,98,178,"['Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий']"
238,4,31,76,90,177,"['Лиловый', 'Синий', 'Фиолетовый', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий']"
239,4,32,102,86,160,"['Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый']"
240,4,33,116,81,153,"['Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Фиолетовый']"
241,4,34,126,78,148,"['Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый']"
242,4,35,135,74,140,"['Фиолетовый', 'Фиолетовый', 'Лиловый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый']"
243,4,36,151,63,139,"['Фиолетовый', 'Фиолетовый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Лиловый', 'Фиолетовый', 'Фиолетовый']"
244,4,37,160,58,127,"['Фиолетовый', 'Лиловый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Розовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый']"
245,4,38,167,53,112,"['Фиолетовый', 'Розовый', 'Фиолетовый', 'Лиловый', 'Фиолетовый', 'Розовый', 'Фиолетовый', 'Фиолетовый', 'Розовый', 'Фиолетовый', 'Красный']"
246,4,39,172,51,99,"['Красный', 'Лиловый', 'Розовый', 'Лиловый', 'Лиловый', 'Лиловый', 'Фиолетовый', 'Розовый', 'Красный', 'Розовый', 'Розовый', 'Красный']"
247,4,40,185,31,86,"['Красный', 'Лиловый', 'Розовый', 'Лиловый', 'Красный', 'Красный', 'Розовый', 'Красный', 'Красный', 'Красный', 'Лиловый', 'Розовый']"
248,3,0,72,72,72,"['Серый', 'Серый', 'Черный', 'Серый', 'Серый', 'Серый', 'Черный', 'Серый', 'Черный', 'Серый', 'Черный']"
249,3,1,139,27,55,"['Красный', 'Красный', 'Красный', 'Фиолетовый', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Фиолетовый', 'Красный']"
250,3,2,139,29,43,"['Коричневый', 'Красный', 'Красный', 'Коричневый', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный']"
251,3,3,148,8,22,"['Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный']"
252,3,4,136,37,17,"['Коричневый', 'Коричневый', 'Красный', 'Красный', 'Красный', 'Красный', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Красный', 'Красный']"
253,3,5,121,52,14,"['Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый']"
254,3,6,109,60,25,"['Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый']"
255,3,7,104,63,17,"['Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый']"
256,3,8,99,66,8,"['Коричневый', 'Синий', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый']"
257,3,9,89,70,32,"['Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый']"
258,3,10,85,71,30,"['Оранжевый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Серый', 'Коричневый', 'Коричневый', 'Коричневый']"
259,3,11,80,73,29,"['Коричневый', 'Серый', 'Коричневый', 'Коричневый', 'Коричневый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Коричневый', 'Зеленый', 'Коричневый']"
260,3,12,76,74,29,"['Зеленый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
261,3,13,70,76,32,"['Зеленый', 'Зеленый', 'Коричневый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Коричневый', 'Зеленый']"
262,3,14,64,77,37,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
263,3,15,46,81,27,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
264,3,16,33,82,39,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
265,3,17,0,86,45,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
266,3,18,0,86,55,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
267,3,19,0,89,60,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Бирюзовый']"
268,3,20,0,86,68,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Бирюзовый', 'Зеленый', 'Зеленый']"
269,3,21,0,84,75,"['Синий', 'Синий', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
