order,y_coordinate,x_coordinate,r,g,b,answers
107,7,23,100,190,187,"['Turquoise', 'Turquoise', 'Blue', 'Turquoise', 'Green', 'Turquoise', 'Blue', 'Turquoise', 'Turquoise', 'Green', 'Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Turquoise', 'Turquoise', 'Turquoise', 'Turquoise', 'Turquoise']"
297,2,8,60,47,33,"['Brown', 'Gray', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Black', 'Brown', 'Brown', 'Brown', 'Black', 'Brown', 'Black', 'Black', 'Brown', 'Brown', 'Brown']"
86,7,2,239,152,146,"['Pink', 'Pink', 'Pink', 'Pink', 'Green', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Beige', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink']"
38,9,36,237,227,233,"['Purple', 'Silver', 'Gray', 'Beige', 'Pink', 'Beige', 'Gray', 'Purple', 'Purple', 'Pink', 'Pink', 'Purple', 'Purple', 'Silver', 'Purple', 'Pink', 'Pink', 'Pink', 'Purple']"
153,6,28,35,159,215,"['Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue']"
160,6,35,190,128,192,"['Purple', 'Pink', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']"
230,4,23,0,113,119,"['Turquoise', 'Turquoise', 'Turquoise', 'Green', 'Turquoise', 'Turquoise', 'Turquoise', 'Blue', 'Blue', 'Green', 'Blue', 'Turquoise', 'Blue', 'Blue', 'Green', 'Turquoise', 'Turquoise', 'Blue', 'Blue']"
57,8,14,182,215,68,"['Yellow', 'Green', 'Gold', 'Yellow', 'Green', 'Yellow', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Yellow', 'Green']"
15,9,13,228,236,142,"['Yellow', 'Yellow', 'Gold', 'Yellow', 'Yellow', 'Yellow', 'Yellow', 'Yellow', 'Yellow', 'Yellow', 'Yellow', 'Beige', 'Yellow', 'Yellow', 'Green', 'Yellow', 'Green', 'Beige', 'Green', 'Beige', 'Green', 'Green']"
249,3,1,139,27,55,"['Purple', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Purple', 'Red', 'Red', 'Purple', 'Purple', 'Purple', 'Red', 'Red', 'Red', 'Pink', 'Red']"
119,7,35,209,159,209,"['Purple', 'Pink', 'Purple', 'Purple', 'Pink', 'Purple', 'Pink', 'Purple', 'Purple', 'Pink', 'Purple', 'Purple', 'Pink', 'Purple', 'Pink', 'Pink', 'Turquoise', 'Purple', 'Pink', 'Pink']"
3,9,1,242,226,225,"['Pink', 'Beige', 'Silver', 'Beige', 'Pink', 'Silver', 'Beige', 'Beige', 'Pink', 'Pink', 'Pink', 'Beige', 'Pink', 'Gray', 'Pink', 'Pink', 'Gray', 'Gray']"
308,2,19,0,59,43,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Black', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Black']"
183,5,17,0,146,70,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']"
298,2,9,58,48,32,"['Brown', 'Brown', 'Brown', 'Brown', 'Black', 'Brown', 'Black', 'Black', 'Brown', 'Brown', 'Brown', 'Brown', 'Black', 'Black', 'Black', 'Gray', 'Brown', 'Brown', 'Brown', 'Brown']"
131,6,6,219,126,21,"['Orange', 'Orange', 'Orange', 'Orange', 'Orange', 'Brown', 'Orange', 'Orange', 'Orange', 'Orange', 'Orange', 'Brown', 'Orange', 'Orange', 'Orange', 'Orange', 'Orange', 'Orange', 'Gold']"
240,4,33,116,81,153,"['Purple', 'Purple', 'Purple', 'Turquoise', 'Purple', 'Purple', 'Purple', 'Purple', 'Brown', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']"
136,6,11,167,151,0,"['Green', 'Gold', 'Green', 'Green', 'Yellow', 'Green', 'Green', 'Gold', 'Green', 'Green', 'Brown', 'Yellow', 'Yellow', 'Green', 'Beige', 'Gold', 'Green', 'Yellow', 'Green']"
67,8,24,154,213,215,"['Blue', 'Blue', 'Turquoise', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Turquoise', 'Blue', 'Blue', 'Blue']"
176,5,10,146,121,0,"['Brown', 'Green', 'Gold', 'Gold', 'Gold', 'Brown', 'Brown', 'Green', 'Gold', 'Brown', 'Brown', 'Green', 'Brown', 'Green', 'Gold', 'Brown', 'Brown', 'Green', 'Green']"
247,4,40,185,31,86,"['Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Red', 'Pink', 'Purple', 'Red', 'Red', 'Pink', 'Red', 'Pink', 'Pink', 'Red']"
167,5,1,217,68,93,"['Pink', 'Red', 'Red', 'Red', 'Red', 'Pink', 'Red', 'Pink', 'Pink', 'Orange', 'Red', 'Pink', 'Red', 'Red', 'Pink', 'Red', 'Red', 'Pink', 'Red', 'Pink']"
231,4,24,0,109,120,"['Blue', 'Green', 'Blue', 'Green', 'Turquoise', 'Turquoise', 'Turquoise', 'Blue', 'Green', 'Turquoise', 'Turquoise', 'Turquoise', 'Turquoise', 'Blue', 'Turquoise', 'Turquoise', 'Green', 'Green', 'Blue']"
166,5,0,123,123,123,"['Gray', 'Gray', 'Gray', 'Gray', 'Gray', 'Gray', 'Gray', 'Gray', 'Gray', 'Gray', 'Gray', 'Gray', 'Silver', 'Gray', 'Gray', 'Gray', 'Gray', 'Gray', 'Silver']"
320,2,31,39,40,112,"['Purple', 'Blue', 'Purple', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue']"
234,4,27,0,106,147,"['Blue', 'Turquoise', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue']"
51,8,8,255,189,0,"['Yellow', 'Gold', 'Orange', 'Yellow', 'Yellow', 'Orange', 'Gold', 'Yellow', 'Yellow', 'Yellow', 'Yellow', 'Yellow', 'Orange', 'Yellow', 'Yellow', 'Yellow', 'Yellow', 'Yellow', 'Yellow']"
245,4,38,167,53,112,"['Pink', 'Purple', 'Pink', 'Purple', 'Red', 'Purple', 'Purple', 'Purple', 'Brown', 'Purple', 'Pink', 'Purple', 'Pink', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']"
165,6,40,233,110,132,"['Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Red', 'Pink', 'Pink', 'Pink', 'Pink']"
170,5,4,220,72,0,"['Orange', 'Orange', 'Orange', 'Red', 'Red', 'Orange', 'Orange', 'Orange', 'Red', 'Red', 'Orange', 'Orange', 'Orange', 'Orange', 'Beige', 'Red', 'Orange', 'Red', 'Orange']"
315,2,26,3,54,70,"['Blue', 'Turquoise', 'Blue', 'Gray', 'Blue', 'Blue', 'Blue', 'Blue', 'Black', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Black', 'Blue', 'Blue', 'Blue']"
302,2,13,48,51,36,"['Black', 'Green', 'Black', 'Gray', 'Gray', 'Black', 'Green', 'Green', 'Green', 'Brown', 'Gray', 'Black', 'Black', 'Black', 'Gray', 'Green', 'Black', 'Green', 'Gray', 'Black']"
70,8,27,166,209,225,"['Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Blue']"
311,2,22,2,56,56,"['Black', 'Green', 'Black', 'Green', 'Green', 'Turquoise', 'Gray', 'Green', 'Black', 'Green', 'Turquoise', 'Blue', 'Turquoise', 'Green', 'Blue', 'Green', 'Gray', 'Green', 'Black']"
317,2,28,0,54,87,"['Blue', 'Blue', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue']"
104,7,20,71,195,164,"['Turquoise', 'Green', 'Green', 'Green', 'Green', 'Turquoise', 'Turquoise', 'Turquoise', 'Turquoise', 'Turquoise', 'Turquoise', 'Turquoise', 'Green', 'Turquoise', 'Green', 'Green', 'Green', 'Green']"
74,8,31,195,201,229,"['Purple', 'Silver', 'Purple', 'Blue', 'Blue', 'Purple', 'Purple', 'Purple', 'Gray', 'Gray', 'Silver', 'Gray', 'Purple', 'Purple', 'Purple', 'Blue', 'Blue', 'Purple', 'Blue', 'Blue', 'Purple', 'Purple']"
159,6,34,170,136,191,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']"
307,2,18,0,59,38,"['Black', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Black', 'Green', 'Green', 'Green', 'Blue', 'Green', 'Green', 'Green', 'Green', 'Green', 'Black']"
82,8,39,247,186,198,"['Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink']"
292,2,3,97,19,29,"['Brown', 'Red', 'Brown', 'Pink', 'Purple', 'Purple', 'Red', 'Brown', 'Purple', 'Brown', 'Red', 'Purple', 'Brown', 'Purple', 'Brown', 'Red', 'Red', 'Purple', 'Purple']"
127,6,2,236,110,106,"['Pink', 'Orange', 'Beige', 'Orange', 'Pink', 'Pink', 'Red', 'Red', 'Red', 'Pink', 'Pink', 'Pink', 'Red', 'Pink', 'Pink', 'Red', 'Pink', 'Red', 'Pink']"
313,2,24,0,55,64,"['Turquoise', 'Gray', 'Blue', 'Green', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Black', 'Turquoise', 'Turquoise', 'Blue', 'Turquoise', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Turquoise']"
261,3,13,70,76,32,"['Green', 'Brown', 'Gray', 'Green', 'Green', 'Black', 'Green', 'Brown', 'Green', 'Green', 'Green', 'Gray', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']"
150,6,25,0,165,186,"['Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Turquoise', 'Turquoise', 'Blue', 'Blue']"
164,6,39,229,111,146,"['Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Red', 'Pink', 'Pink', 'Pink']"
121,7,37,235,149,196,"['Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Blue', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Purple', 'Purple', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink']"
14,9,12,237,234,140,"['Yellow', 'Gold', 'Yellow', 'Yellow', 'Yellow', 'Yellow', 'Yellow', 'Yellow', 'Beige', 'Yellow', 'Yellow', 'Yellow', 'Yellow', 'Yellow', 'Beige', 'Yellow', 'Yellow', 'Yellow', 'Yellow']"
11,9,9,250,228,172,"['Beige', 'Yellow', 'Yellow', 'Yellow', 'Yellow', 'Yellow', 'Beige', 'Yellow', 'Beige', 'Beige', 'Yellow', 'Beige', 'Beige', 'Beige', 'Beige', 'Yellow', 'Yellow', 'Yellow', 'Beige']"
48,8,5,252,188,153,"['Beige', 'Orange', 'Pink', 'Pink', 'Orange', 'Orange', 'Pink', 'Blue', 'Pink', 'Orange', 'Pink', 'Pink', 'Orange', 'Pink', 'Orange', 'Orange', 'Beige', 'Orange']"
329,2,40,94,19,54,"['Purple', 'Red', 'Pink', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Brown', 'Brown', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']"
202,5,36,180,90,164,"['Purple', 'Purple', 'Purple', 'Purple', 'Pink', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Pink', 'Purple', 'Turquoise', 'Pink']"
64,8,21,127,219,198,"['Turquoise', 'Green', 'Turquoise', 'Green', 'Green', 'Turquoise', 'Turquoise', 'Turquoise', 'Green', 'Blue', 'Green', 'Blue', 'Blue', 'Turquoise', 'Green', 'Blue', 'Blue', 'Turquoise', 'Turquoise']"
71,8,28,173,207,228,"['Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Gray', 'Blue']"
279,3,31,55,62,151,"['Blue', 'Turquoise', 'Blue', 'Blue', 'Purple', 'Purple', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Purple', 'Blue', 'Blue', 'Blue', 'Purple', 'Blue']"
24,9,22,204,236,230,"['Blue', 'Blue', 'Blue', 'Orange', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Turquoise', 'Blue', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Blue']"
152,6,27,57,160,198,"['Blue', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Beige', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Blue', 'Yellow']"
198,5,32,126,113,186,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']"
193,5,27,7,133,172,"['Blue', 'Blue', 'Silver', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Blue']"
216,4,9,121,93,26,"['Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Green', 'Brown', 'Beige', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Gold', 'Brown']"
207,4,0,97,97,97,"['Silver', 'Gray', 'Gray', 'Gray', 'Gray', 'Gray', 'Purple', 'Gray', 'Gray', 'Silver', 'Gray', 'Gray', 'Gray', 'Purple', 'Gray', 'Gray', 'Gray', 'Gray', 'Gray']"
27,9,25,208,234,238,"['Turquoise', 'Pink', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue']"
144,6,19,0,171,129,"['Green', 'Green', 'Turquoise', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Gray', 'Turquoise', 'Turquoise', 'Green', 'Green', 'Green', 'Green', 'Green', 'Turquoise', 'Green', 'Green']"
221,4,14,84,105,33,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Yellow', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']"
142,6,17,31,170,100,"['Green', 'Green', 'Gray', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Gray', 'Green', 'Green', 'Green', 'Turquoise', 'Green', 'Green', 'Green', 'Green', 'Green']"
44,8,1,251,186,185,"['Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink']"
271,3,23,0,83,89,"['Turquoise', 'Blue', 'Green', 'Turquoise', 'Green', 'Blue', 'Blue', 'Turquoise', 'Green', 'Turquoise', 'Green', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Black', 'Blue', 'Turquoise', 'Turquoise']"
75,8,32,201,200,227,"['Purple', 'Purple', 'Gray', 'Purple', 'Gray', 'Purple', 'Purple', 'Purple', 'Gray', 'Blue', 'Purple', 'Purple', 'Blue', 'Blue', 'Silver', 'Blue', 'Purple', 'Purple', 'Purple']"
162,6,37,205,123,171,"['Pink', 'Pink', 'Pink', 'Pink', 'Purple', 'Purple', 'Purple', 'Purple', 'Pink', 'Pink', 'Pink', 'Pink', 'Purple', 'Pink', 'Pink', 'Pink', 'Purple', 'Pink', 'Pink', 'Pink', 'Pink']"
275,3,27,0,79,110,"['Blue', 'Purple', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Gold']"
91,7,7,245,156,0,"['Orange', 'Orange', 'Gold', 'Orange', 'Orange', 'Orange', 'Yellow', 'Orange', 'Orange', 'Orange', 'Orange', 'Orange', 'Orange', 'Orange', 'Orange', 'Orange', 'Orange', 'Orange', 'Gold']"
106,7,22,54,195,182,"['Blue', 'Turquoise', 'Turquoise', 'Turquoise', 'Turquoise', 'Turquoise', 'Turquoise', 'Turquoise', 'Green', 'Green', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Blue', 'Turquoise', 'Turquoise', 'Turquoise', 'Turquoise', 'Turquoise', 'Turquoise']"
140,6,15,91,168,0,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Silver', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']"
328,2,39,92,20,60,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Red', 'Purple', 'Purple', 'Purple', 'Brown', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']"
169,5,3,218,72,54,"['Red', 'Orange', 'Red', 'Red', 'Orange', 'Red', 'Red', 'Red', 'Red', 'Orange', 'Red', 'Red', 'Red', 'Pink', 'Red', 'Red', 'Brown', 'Red', 'Red', 'Red', 'Orange']"
109,7,25,102,188,201,"['Turquoise', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Black', 'Turquoise', 'Turquoise', 'Blue', 'Turquoise', 'Blue', 'Blue', 'Turquoise', 'Turquoise', 'Blue', 'Turquoise', 'Turquoise', 'Turquoise']"
260,3,12,76,74,29,"['Brown', 'Green', 'Brown', 'Green', 'Brown', 'Brown', 'Green', 'Green', 'Green', 'Green', 'Brown', 'Green', 'Gray', 'Green', 'Green', 'Brown', 'Brown', 'Brown', 'Green']"
180,5,14,105,133,24,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']"
255,3,7,104,63,17,"['Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown']"
242,4,35,135,74,140,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']"
251,3,3,148,8,22,"['Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Purple', 'Red', 'Brown', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red']"
229,4,22,0,113,110,"['Turquoise', 'Green', 'Turquoise', 'Turquoise', 'Blue', 'Turquoise', 'Green', 'Blue', 'Blue', 'Turquoise', 'Turquoise', 'Blue', 'Green', 'Blue', 'Turquoise', 'Green', 'Green', 'Blue']"
268,3,20,0,86,68,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Turquoise', 'Green', 'Turquoise', 'Green', 'Turquoise', 'Turquoise', 'Silver']"
256,3,8,99,66,8,"['Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Orange', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown']"
4,9,2,243,226,223,"['Beige', 'Pink', 'Pink', 'Pink', 'Silver', 'Gray', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Silver', 'Pink', 'Pink']"
154,6,29,77,155,218,"['Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Blue']"
146,6,21,2,168,147,"['Turquoise', 'Turquoise', 'Turquoise', 'Green', 'Green', 'Turquoise', 'Turquoise', 'Blue', 'Green', 'Green', 'Green', 'Green', 'Turquoise', 'Turquoise', 'Blue', 'Green', 'Turquoise', 'Green']"
316,2,27,0,55,85,"['Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Silver', 'Black', 'Blue', 'Black', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue']"
78,8,35,227,191,226,"['Pink', 'Pink', 'Purple', 'Pink', 'Purple', 'Purple', 'Purple', 'Purple', 'Pink', 'Pink', 'Pink', 'Pink', 'Purple', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink']"
134,6,9,187,143,0,"['Yellow', 'Gold', 'Yellow', 'Gold', 'Yellow', 'Brown', 'Gold', 'Yellow', 'Orange', 'Gold', 'Gold', 'Gold', 'Gold', 'Gold', 'Gold', 'Gold', 'Gold', 'Brown', 'Gold', 'Brown']"
92,7,8,234,162,0,"['Yellow', 'Yellow', 'Orange', 'Gold', 'Orange', 'Gold', 'Gold', 'Orange', 'Orange', 'Orange', 'Orange', 'Gold', 'Gold', 'Gold', 'Orange', 'Yellow', 'Orange', 'Gold', 'Orange']"
40,9,38,240,226,230,"['Pink', 'Silver', 'Beige', 'Pink', 'Pink', 'Beige', 'Beige', 'Silver', 'Pink', 'Pink', 'Pink', 'Silver', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink']"
243,4,36,151,63,139,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']"
133,6,8,200,137,0,"['Orange', 'Orange', 'Gold', 'Orange', 'Orange', 'Gold', 'Orange', 'Brown', 'Gold', 'Orange', 'Orange', 'Brown', 'Orange', 'Brown', 'Orange', 'Brown', 'Orange', 'Brown', 'Brown']"
319,2,30,0,49,103,"['Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Purple', 'Blue', 'Blue']"
211,4,4,181,49,0,"['Red', 'Orange', 'Red', 'Orange', 'Brown', 'Red', 'Red', 'Red', 'Purple', 'Orange', 'Red', 'Red', 'Red', 'Brown', 'Red', 'Red', 'Red', 'Red', 'Red']"
151,6,26,25,162,194,"['Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Silver', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue']"
49,8,6,248,191,145,"['Beige', 'Orange', 'Beige', 'Orange', 'Orange', 'Orange', 'Orange', 'Orange', 'Pink', 'Beige', 'Beige', 'Pink', 'Pink', 'Pink', 'Beige', 'Orange', 'Orange', 'Beige', 'Orange', 'Beige']"
178,5,12,129,127,0,"['Beige', 'Brown', 'Yellow', 'Green', 'Green', 'Green', 'Green', 'Green', 'Brown', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Gold', 'Green', 'Green', 'Green']"
282,3,34,103,49,123,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Brown', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']"
276,3,28,0,79,125,"['Blue', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Blue']"
177,5,11,138,124,0,"['Beige', 'Brown', 'Green', 'Brown', 'Brown', 'Brown', 'Green', 'Yellow', 'Gray', 'Green', 'Brown', 'Green', 'Green', 'Green', 'Green', 'Green', 'Brown', 'Green', 'Gold', 'Green']"
62,8,19,133,219,185,"['Turquoise', 'Turquoise', 'Green', 'Turquoise', 'Turquoise', 'Green', 'Green', 'Green', 'Turquoise', 'Green', 'Turquoise', 'Blue', 'Green', 'Blue', 'Green', 'Green', 'Green', 'Turquoise', 'Turquoise']"
55,8,12,213,208,0,"['Yellow', 'Yellow', 'Yellow', 'Gold', 'Green', 'Green', 'Yellow', 'Yellow', 'Yellow', 'Yellow', 'Green', 'Green', 'Yellow', 'Gold', 'Gold', 'Green', 'Yellow', 'Yellow']"
117,7,33,183,169,211,"['Purple', 'Purple', 'Purple', 'Purple', 'Blue', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Blue']"
158,6,33,161,139,197,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Blue']"
63,8,20,130,219,192,"['Turquoise', 'Turquoise', 'Turquoise', 'Green', 'Turquoise', 'Turquoise', 'Blue', 'Green', 'Turquoise', 'Turquoise', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Turquoise', 'Turquoise', 'Turquoise', 'Turquoise', 'Green']"
330,1,0,39,39,39,"['Black', 'Gray', 'Black', 'Gray', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'Gray', 'Black', 'Black', 'Black', 'Black', 'Gray', 'Black']"
