id,stim_1,stim_2,idx_1,idx_2,sex_1,sex_2,dataset_1,dataset_2,speaker_1,speaker_2
180,Voiced_bilabial_plosive.mp3,Voiceless_bilabial_plosive.mp3,4,11,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
181,Voiced_bilabial_plosive.mp3,Voiceless_dental_fricative.mp3,4,12,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
182,Voiced_bilabial_plosive.mp3,Voiceless_labiodental_fricative.mp3,4,13,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
183,Voiced_bilabial_plosive.mp3,Voiceless_postalveolar_fricative.mp3,4,14,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
184,Voiced_bilabial_plosive.mp3,Voiceless_velar_plosive.mp3,4,15,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
185,Voiced_dental_fricative.mp3,Voiced_labiodental_fricative.mp3,5,6,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
186,Voiced_dental_fricative.mp3,Voiced_postalveolar_fricative.mp3,5,7,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
187,Voiced_dental_fricative.mp3,Voiced_velar_plosive.mp3,5,8,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
188,Voiced_dental_fricative.mp3,Voiceless_alveolar_fricative.mp3,5,9,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
189,Voiced_dental_fricative.mp3,Voiceless_alveolar_plosive.mp3,5,10,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
190,Voiced_dental_fricative.mp3,Voiceless_bilabial_plosive.mp3,5,11,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
191,Voiced_dental_fricative.mp3,Voiceless_dental_fricative.mp3,5,12,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
192,Voiced_dental_fricative.mp3,Voiceless_labiodental_fricative.mp3,5,13,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
193,Voiced_dental_fricative.mp3,Voiceless_postalveolar_fricative.mp3,5,14,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
194,Voiced_dental_fricative.mp3,Voiceless_velar_plosive.mp3,5,15,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
195,Voiced_labiodental_fricative.mp3,Voiced_postalveolar_fricative.mp3,6,7,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
196,Voiced_labiodental_fricative.mp3,Voiced_velar_plosive.mp3,6,8,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
197,Voiced_labiodental_fricative.mp3,Voiceless_alveolar_fricative.mp3,6,9,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
198,Voiced_labiodental_fricative.mp3,Voiceless_alveolar_plosive.mp3,6,10,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
199,Voiced_labiodental_fricative.mp3,Voiceless_bilabial_plosive.mp3,6,11,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
200,Voiced_labiodental_fricative.mp3,Voiceless_dental_fricative.mp3,6,12,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
201,Voiced_labiodental_fricative.mp3,Voiceless_labiodental_fricative.mp3,6,13,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
202,Voiced_labiodental_fricative.mp3,Voiceless_postalveolar_fricative.mp3,6,14,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
203,Voiced_labiodental_fricative.mp3,Voiceless_velar_plosive.mp3,6,15,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
204,Voiced_postalveolar_fricative.mp3,Voiced_velar_plosive.mp3,7,8,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
205,Voiced_postalveolar_fricative.mp3,Voiceless_alveolar_fricative.mp3,7,9,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
206,Voiced_postalveolar_fricative.mp3,Voiceless_alveolar_plosive.mp3,7,10,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
207,Voiced_postalveolar_fricative.mp3,Voiceless_bilabial_plosive.mp3,7,11,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
208,Voiced_postalveolar_fricative.mp3,Voiceless_dental_fricative.mp3,7,12,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
209,Voiced_postalveolar_fricative.mp3,Voiceless_labiodental_fricative.mp3,7,13,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
210,Voiced_postalveolar_fricative.mp3,Voiceless_postalveolar_fricative.mp3,7,14,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
211,Voiced_postalveolar_fricative.mp3,Voiceless_velar_plosive.mp3,7,15,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
212,Voiced_velar_plosive.mp3,Voiceless_alveolar_fricative.mp3,8,9,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
213,Voiced_velar_plosive.mp3,Voiceless_alveolar_plosive.mp3,8,10,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
214,Voiced_velar_plosive.mp3,Voiceless_bilabial_plosive.mp3,8,11,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
215,Voiced_velar_plosive.mp3,Voiceless_dental_fricative.mp3,8,12,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
216,Voiced_velar_plosive.mp3,Voiceless_labiodental_fricative.mp3,8,13,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
217,Voiced_velar_plosive.mp3,Voiceless_postalveolar_fricative.mp3,8,14,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
218,Voiced_velar_plosive.mp3,Voiceless_velar_plosive.mp3,8,15,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
219,Voiceless_alveolar_fricative.mp3,Voiceless_alveolar_plosive.mp3,9,10,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
220,Voiceless_alveolar_fricative.mp3,Voiceless_bilabial_plosive.mp3,9,11,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
221,Voiceless_alveolar_fricative.mp3,Voiceless_dental_fricative.mp3,9,12,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
222,Voiceless_alveolar_fricative.mp3,Voiceless_labiodental_fricative.mp3,9,13,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
223,Voiceless_alveolar_fricative.mp3,Voiceless_postalveolar_fricative.mp3,9,14,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
224,Voiceless_alveolar_fricative.mp3,Voiceless_velar_plosive.mp3,9,15,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
225,Voiceless_alveolar_plosive.mp3,Voiceless_bilabial_plosive.mp3,10,11,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
226,Voiceless_alveolar_plosive.mp3,Voiceless_dental_fricative.mp3,10,12,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
227,Voiceless_alveolar_plosive.mp3,Voiceless_labiodental_fricative.mp3,10,13,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
228,Voiceless_alveolar_plosive.mp3,Voiceless_postalveolar_fricative.mp3,10,14,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
229,Voiceless_alveolar_plosive.mp3,Voiceless_velar_plosive.mp3,10,15,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
230,Voiceless_bilabial_plosive.mp3,Voiceless_dental_fricative.mp3,11,12,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
231,Voiceless_bilabial_plosive.mp3,Voiceless_labiodental_fricative.mp3,11,13,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
232,Voiceless_bilabial_plosive.mp3,Voiceless_postalveolar_fricative.mp3,11,14,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
233,Voiceless_bilabial_plosive.mp3,Voiceless_velar_plosive.mp3,11,15,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
234,Voiceless_dental_fricative.mp3,Voiceless_labiodental_fricative.mp3,12,13,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
235,Voiceless_dental_fricative.mp3,Voiceless_postalveolar_fricative.mp3,12,14,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
236,Voiceless_dental_fricative.mp3,Voiceless_velar_plosive.mp3,12,15,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
237,Voiceless_labiodental_fricative.mp3,Voiceless_postalveolar_fricative.mp3,13,14,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
238,Voiceless_labiodental_fricative.mp3,Voiceless_velar_plosive.mp3,13,15,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
239,Voiceless_postalveolar_fricative.mp3,Voiceless_velar_plosive.mp3,14,15,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH
